index,Pos,Rider,Born,Nation,Team,Points,rider_id,Year
38481,10,Démare  Arnaud,1991,France,Groupama-FDJ,1814,2337,2022
38484,13,Bilbao  Pello,1990,Spain,Bahrain Victorious,1763,4863,2022
38485,14,Hindley  Jai,1996,Australia,BORA-hansgrohe,1719,37446,2022
38495,24,van der Poel  Mathieu,1995,Netherlands,Alpecin-Deceuninck,1408,16672,2022
38497,26,Laporte  Christophe,1992,France,Jumbo-Visma,1395,14737,2022
38502,31,Almeida  Joao,1998,Portugal,UAE Team Emirates,1337,50303,2022
38503,32,Groenewegen  Dylan,1993,Netherlands,Team BikeExchange-Jayco,1324,7720,2022
38507,36,Bardet  Romain,1990,France,Team DSM,1273,2275,2022
38511,40,Rota  Lorenzo,1995,Italy,Intermarché-Wanty-Gobert,1220,27275,2022
38515,44,Madouas  Valentin,1996,France,Groupama-FDJ,1182,37379,2022
38522,51,Gaudu  David,1996,France,Groupama-FDJ,1127,37378,2022
38524,53,Thomas  Benjamin,1995,France,Cofidis,1109,43007,2022
38525,54,McNulty  Brandon,1998,USA,UAE Team Emirates,1087,48539,2022
38527,56,Capiot  Amaury,1993,Belgium,Team Arkéa-Samsic,1069,19254,2022
38529,58,Teuns  Dylan,1992,Belgium,Israel-Premier Tech,1060,8068,2022
38532,61,Simon  Julien,1985,France,TotalEnergies,1017,964,2022
38536,65,Coquard  Bryan,1992,France,Cofidis,971,16752,2022
38537,66,Caruso  Damiano,1987,Italy,Bahrain Victorious,955,1006,2022
38556,85,Aranburu  Alex,1995,Spain,Movistar Team,819,27307,2022
38559,88,Guerreiro  Ruben,1994,Portugal,EF Education-EasyPost,804,16992,2022
38560,89,Bettiol  Alberto,1993,Italy,EF Education-EasyPost,802,20584,2022
38561,90,Latour  Pierre,1993,France,TotalEnergies,800,15752,2022
38564,93,García Cortina  Iván,1995,Spain,Movistar Team,767,11828,2022
38567,95,Buitrago  Santiago,1999,Colombia,Bahrain Victorious,753,81835,2022
38570,99,Wright  Fred,1999,Great Britain,Bahrain Victorious,739,63055,2022
38571,100,Pacher  Quentin,1992,France,Groupama-FDJ,737,17203,2022
38573,102,Vuillermoz  Alexis,1988,France,TotalEnergies,732,14716,2022
38574,103,Cavendish  Mark,1985,Great Britain,Quick-Step Alpha Vinyl Team,727,14,2022
38576,105,Theuns  Edward,1991,Belgium,Trek-Segafredo,724,10382,2022
38586,115,Stuyven  Jasper,1992,Belgium,Trek-Segafredo,683,5059,2022
38587,115,Walscheid  Max,1993,Germany,Cofidis,683,9210,2022
38589,118,Fuglsang  Jakob,1985,Denmark,Israel-Premier Tech,673,264,2022
38596,125,Ackermann  Pascal,1994,Germany,UAE Team Emirates,636,9746,2022
38599,128,Burgaudeau  Mathieu,1998,France,TotalEnergies,623,45754,2022
38606,135,Molard  Rudy,1989,France,Groupama-FDJ,600,6222,2022
38607,135,Jorgenson  Matteo,1999,USA,Movistar Team,600,68206,2022
38618,147,Alaphilippe  Julian,1992,France,Quick-Step Alpha Vinyl Team,572,12474,2022
38623,151,Cras  Steff,1996,Belgium,Lotto Soudal,562,27332,2022
38624,153,Soler  Marc,1993,Spain,UAE Team Emirates,559,25726,2022
38628,157,Zimmermann  Georg,1997,Germany,Intermarché-Wanty-Gobert,542,38803,2022
38629,158,Sénéchal  Florian,1993,France,Quick-Step Alpha Vinyl Team,539,12481,2022
38632,161,Jungels  Bob,1992,Luxembourg,AG2R Citroën Team,534,6413,2022
38633,162,Leknessund  Andreas,1999,Norway,Team DSM,530,66973,2022
38635,164,Strong  Corbin,2000,New Zealand,Israel-Premier Tech,527,82572,2022
38641,170,McLay  Daniel,1992,Great Britain,Team Arkéa-Samsic,510,16154,2022
38652,181,Verona  Carlos,1992,Spain,Movistar Team,494,7781,2022
38658,187,Haig  Jack,1993,Australia,Bahrain Victorious,483,19784,2022
38659,188,Page  Hugo,2001,France,Intermarché-Wanty-Gobert,480,94862,2022
38662,191,Sobrero  Matteo,1997,Italy,Team BikeExchange-Jayco,475,40783,2022
38668,197,Sagan  Peter,1990,Slovakia,TotalEnergies,461,784,2022
38672,201,Poels  Wout,1987,Netherlands,Bahrain Victorious,455,929,2022
38676,205,Geschke  Simon,1986,Germany,Cofidis,445,168,2022
38678,207,Majka  Rafal,1989,Poland,UAE Team Emirates,441,3991,2022
38688,216,Storer  Michael,1997,Australia,Groupama-FDJ,424,37447,2022
38691,220,Turner  Ben,1999,Great Britain,INEOS Grenadiers,419,71217,2022
38697,225,Paret-Peintre  Aurélien,1996,France,AG2R Citroën Team,408,27301,2022
38698,227,Swift  Connor,1995,Great Britain,Team Arkéa-Samsic,406,49662,2022
38702,231,Mezgec  Luka,1988,Slovenia,Team BikeExchange-Jayco,395,9234,2022
38704,233,De Buyst  Jasper,1993,Belgium,Lotto Soudal,391,9042,2022
38705,234,Politt  Nils,1994,Germany,BORA-hansgrohe,389,18260,2022
38706,234,Bonnamour  Franck,1995,France,B&B Hotels-KTM,389,27297,2022
38708,237,Bagioli  Andrea,1999,Italy,Quick-Step Alpha Vinyl Team,385,65240,2022
38713,242,Formolo  Davide,1992,Italy,UAE Team Emirates,375,11011,2022
38723,252,Großschartner  Felix,1993,Austria,BORA-hansgrohe,348,9302,2022
38727,256,Haller  Marco,1991,Austria,BORA-hansgrohe,341,6246,2022
38732,260,Vermeersch  Florian,1999,Belgium,Lotto Soudal,337,69912,2022
38733,262,Sepulveda  Eduardo,1991,Argentina,Drone Hopper-Androni Giocattoli,334,9451,2022
38735,264,Bevin  Patrick,1991,New Zealand,Israel-Premier Tech,332,3287,2022
38737,266,Costa  Rui,1986,Portugal,UAE Team Emirates,329,114,2022
38740,269,van der Hoorn  Taco,1993,Netherlands,Intermarché-Wanty-Gobert,325,10802,2022
38741,270,Asgreen  Kasper,1995,Denmark,Quick-Step Alpha Vinyl Team,323,27121,2022
38744,272,Onley  Oscar,2002,Great Britain,Development Team DSM,322,120433,2022
38746,275,Beullens  Cédric,1997,Belgium,Lotto Soudal,317,37466,2022
38752,281,Kruijswijk  Steven,1987,Netherlands,Jumbo-Visma,314,730,2022
38761,289,Delaplace  Anthony,1989,France,Team Arkéa-Samsic,301,965,2022
38767,296,Geniets  Kevin,1997,Luxembourg,Groupama-FDJ,294,37325,2022
38771,299,Grégoire  Romain,2003,France,Groupama-FDJ Conti,289,126678,2022
38775,303,Berthet  Clement,1997,France,AG2R Citroën Team,286,57961,2022
38781,310,Boivin  Guillaume,1989,Canada,Israel-Premier Tech,282,1937,2022
38788,317,Brambilla  Gianluca,1987,Italy,Trek-Segafredo,275,2741,2022
38800,328,Eiking  Odd Christian,1994,Norway,EF Education-EasyPost,269,17252,2022
38801,330,Zeits  Andrey,1986,Kazakhstan,Astana Qazaqstan Team,268,737,2022
38802,331,Welsford  Sam,1996,Australia,Team DSM,267,44003,2022
38811,340,Degenkolb  John,1989,Germany,Team DSM,258,1013,2022
38834,363,Kwiatkowski  Michal,1990,Poland,INEOS Grenadiers,239,2961,2022
38847,375,Guglielmi  Simon,1997,France,Team Arkéa-Samsic,225,38923,2022
38876,405,Oliveira  Nelson,1989,Portugal,Movistar Team,202,1008,2022
38878,407,Neilands  Krists,1994,Latvia,Israel-Premier Tech,199,16660,2022
38887,416,Felline  Fabio,1990,Italy,Astana Qazaqstan Team,195,1580,2022
38897,425,Bonifazio  Niccolo,1993,Italy,TotalEnergies,191,16823,2022
38899,428,Russo  Clément,1995,France,Team Arkéa-Samsic,190,46959,2022
38901,430,Bjerg  Mikkel,1998,Denmark,UAE Team Emirates,187,66265,2022
38903,432,Janse van Rensburg  Reinardt,1989,South Africa,Lotto Soudal,185,6559,2022
38914,443,Ourselin  Paul,1994,France,TotalEnergies,178,32592,2022
38917,446,Valgren  Michael,1992,Denmark,EF Education-EasyPost,177,6309,2022
38921,450,Colbrelli  Sonny,1990,Italy,Bahrain Victorious,176,2338,2022
38925,454,Lecroq  Jérémy,1995,France,B&B Hotels-KTM,175,32609,2022
38932,461,Eg  Niklas,1995,Denmark,Uno-X Pro Cycling Team,169,16795,2022
38936,464,Tejada  Harold,1997,Colombia,Astana Qazaqstan Team,167,64106,2022
38948,477,Rojas  José Joaquin,1985,Spain,Movistar Team,161,116,2022
38967,496,Paterski  Maciej,1986,Poland,Voster ATS Team,152,783,2022
38980,509,Declercq  Tim,1989,Belgium,Quick-Step Alpha Vinyl Team,148,1970,2022
38982,511,Craddock  Lawson,1992,USA,Team BikeExchange-Jayco,147,3355,2022
38992,520,Rex  Laurenz,1999,Belgium,Bingoal Pauwels Sauces WB,145,71213,2022
38998,527,Bystrøm  Sven Erik,1992,Norway,Intermarché-Wanty-Gobert,143,4953,2022
39004,533,Roosen  Timo,1993,Netherlands,Jumbo-Visma,141,22133,2022
39035,564,Owsian  Lukasz,1990,Poland,Team Arkéa-Samsic,131,7771,2022
39044,573,Bernard  Julien,1992,France,Trek-Segafredo,129,17182,2022
39056,585,Castroviejo  Jonathan,1987,Spain,INEOS Grenadiers,126,871,2022
39071,599,Zabel  Rick,1993,Germany,Israel-Premier Tech,122,7731,2022
39073,602,Herrada  Jose,1985,Spain,Cofidis,121,1323,2022
39076,605,Tusveld  Martijn,1993,Netherlands,Team DSM,120,7729,2022
39086,615,De Marchi  Alessandro,1986,Italy,Israel-Premier Tech,117,3103,2022
39102,631,Van Emden  Jos,1985,Netherlands,Jumbo-Visma,113,729,2022
39124,653,Bodnar  Maciej,1985,Poland,TotalEnergies,108,361,2022
39126,655,Gesink  Robert,1986,Netherlands,Jumbo-Visma,107,41,2022
39148,677,Cattaneo  Mattia,1990,Italy,Quick-Step Alpha Vinyl Team,101,6227,2022
39154,683,Sinkeldam  Ramon,1989,Netherlands,Groupama-FDJ,100,4589,2022
39158,685,Gee  Derek,1997,Canada,Israel Cycling Academy,99,37421,2022
39180,709,Barta  Jan,1984,Czech Republic,Elkov-Kasper,95,990,2022
39190,719,Nieve  Mikel,1984,Spain,Caja Rural-Seguros RGA,93,868,2022
39203,731,De Plus  Laurens,1995,Belgium,INEOS Grenadiers,91,27333,2022
39217,744,Tolhoek  Antwan,1994,Netherlands,Trek-Segafredo,89,22143,2022
39218,747,Swift  Ben,1987,Great Britain,INEOS Grenadiers,88,828,2022
39219,747,Geniez  Alexandre,1988,France,TotalEnergies,88,948,2022
39278,807,Hivert  Jonathan,1985,France,B&B Hotels-KTM,78,169,2022
39303,828,Nieuwenhuis  Joris,1996,Netherlands,Team DSM,74,38146,2022
39304,828,Eekhoff  Nils,1998,Netherlands,Team DSM,74,45368,2022
39309,837,De La Parte  Victor,1986,Spain,TotalEnergies,73,5395,2022
39361,887,Rutsch  Jonas,1998,Germany,EF Education-EasyPost,68,46161,2022
39367,896,Denz  Nico,1994,Germany,Team DSM,67,16817,2022
39369,898,Haussler  Heinrich,1984,Australia,Bahrain Victorious,66,120,2022
39372,898,Haussler  Heinrich,1984,Australia,Bahrain Victorious,66,120,2022
39407,936,van Poppel  Boy,1988,Netherlands,Intermarché-Wanty-Gobert,61,3187,2022
39449,977,Lindeman  Bert-Jan,1989,Netherlands,VolkerWessels Cycling Team,55,4001,2022
39471,1000,Gavazzi  Francesco,1984,Italy,EOLO-Kometa Cycling Team,53,580,2022
39472,1000,Gavazzi  Francesco,1984,Italy,EOLO-Kometa Cycling Team,53,580,2022
39509,1037,Hepburn  Michael,1991,Australia,Team BikeExchange-Jayco,49,2978,2022
39540,1069,Haga  Chad,1988,USA,Human Powered Health,46,9322,2022
39561,1090,Laengen  Vegard Stake,1989,Norway,UAE Team Emirates,44,407,2022
39675,1190,Schelling  Ide,1998,Netherlands,BORA-hansgrohe,37,45602,2022
39704,1233,Richeze  Maximiliano,1983,Argentina,UAE Team Emirates,34,624,2022
39705,1233,Durbridge  Luke,1991,Australia,Team BikeExchange-Jayco,34,2327,2022
39757,1286,Dowsett  Alex,1988,Great Britain,Israel-Premier Tech,31,1009,2022
39758,1286,Kangert  Tanel,1987,Estonia,Team BikeExchange-Jayco,31,1018,2022
39796,1324,Arashiro  Yukiya,1984,Japan,Bahrain Victorious,29,163,2022
39890,1418,Cataldo  Dario,1985,Italy,Trek-Segafredo,25,532,2022
39891,1418,Machado  Tiago,1985,Portugal,Radio Popular-Paredes-Boavista,25,708,2022
39927,1455,Wallays  Jelle,1989,Belgium,Cofidis,24,1276,2022
39931,1455,De Gendt  Aimé,1994,Belgium,Intermarché-Wanty-Gobert,24,16581,2022
39932,1455,Cabot  Jérémy,1991,France,TotalEnergies,24,17183,2022
39936,1455,Abrahamsen  Jonas,1995,Norway,Uno-X Pro Cycling Team,24,27229,2022
40048,1577,Duchesne  Antoine,1991,Canada,Groupama-FDJ,20,6260,2022
40072,1577,Duchesne  Antoine,1991,Canada,Groupama-FDJ,20,6260,2022
40076,1605,Kudus  Merhawi,1994,Eritrea,EF Education-EasyPost,19,18117,2022
40148,1673,Goncalves  Jose,1989,Portugal,W52/FC Porto,17,6536,2022
40243,1771,Kochetkov  Pavel,1986,Russia,Respublika Tatarstan,14,2320,2022
40387,1912,Grmay  Tsgabu,1991,Ethiopia,Team BikeExchange-Jayco,11,6255,2022
40518,2038,Thwaites  Scott,1990,Great Britain,Alpecin-Deceuninck,9,3299,2022
40538,2038,Drizners  Jarrad,1999,Australia,Lotto Soudal,9,63295,2022
40589,2107,Schär  Michael,1986,Switzerland,AG2R Citroën Team,8,327,2022
40590,2107,Moreno  Javier,1984,Spain,Glassdrive/Q8/Anicolor,8,2118,2022
40678,2202,Koren  Kristjan,1986,Slovenia,Adria Mobil,7,782,2022
40679,2202,Atapuma  Darwin,1988,Colombia,Colombia Tierra de Atletas,7,2280,2022
40781,2302,Dillier  Silvan,1990,Switzerland,Alpecin-Deceuninck,6,3303,2022
40806,2302,Van Den Berg  Lars,1998,Netherlands,Groupama-FDJ,6,47122,2022
40895,2416,Mendes  Jose,1985,Portugal,Aviludo-Louletano-Loulé Concelho,5,992,2022
40976,2416,Mendes  Jose,1985,Portugal,Aviludo-Louletano-Loulé Concelho,5,992,2022
41019,2543,Gruzdev  Dmitriy,1986,Kazakhstan,Astana Qazaqstan Team,4,5836,2022
41077,2543,Brändle  Matthias,1989,Austria,Israel-Premier Tech,4,875,2022
41137,2543,van den Broek  Frank,2000,Netherlands,Jegg-DJR Academy,4,110247,2022
41353,2880,Langeveld  Sebastian,1985,Netherlands,EF Education-EasyPost,2,312,2022
41381,2880,Langeveld  Sebastian,1985,Netherlands,EF Education-EasyPost,2,312,2022
41482,2880,Langeveld  Sebastian,1985,Netherlands,EF Education-EasyPost,2,312,2022
4,4,Evenepoel  Remco,2000,Belgium,Soudal Quick-Step,2953,84019,2023
7,7,Pedersen  Mads,1995,Denmark,Lidl-Trek,2302,16793,2023
11,11,Almeida  Joao,1998,Portugal,UAE Team Emirates,2054,50303,2023
13,13,van der Poel  Mathieu,1995,Netherlands,Alpecin-Deceuninck,1771,16672,2023
20,20,Bilbao  Pello,1990,Spain,Bahrain Victorious,1484,4863,2023
25,25,Laporte  Christophe,1992,France,Jumbo-Visma,1375,14737,2023
27,27,Costa  Rui,1986,Portugal,Intermarché-Circus-Wanty,1329,114,2023
29,29,Groenewegen  Dylan,1993,Netherlands,Team Jayco-AlUla,1266,7720,2023
30,29,Hindley  Jai,1996,Australia,BORA-hansgrohe,1266,37446,2023
31,31,Jorgenson  Matteo,1999,USA,Movistar Team,1264,68206,2023
35,35,Bardet  Romain,1990,France,Team dsm-firmenich,1224,2275,2023
36,36,Gaudu  David,1996,France,Groupama-FDJ,1222,37378,2023
37,37,Caruso  Damiano,1987,Italy,Bahrain Victorious,1220,1006,2023
38,38,Vermeersch  Florian,1999,Belgium,Lotto Dstny,1218,69912,2023
43,43,McNulty  Brandon,1998,USA,UAE Team Emirates,1182,48539,2023
44,44,Aranburu  Alex,1995,Spain,Movistar Team,1171,27307,2023
45,44,Buitrago  Santiago,1999,Colombia,Bahrain Victorious,1171,81835,2023
47,47,Mas  Enric,1995,Spain,Movistar Team,1143,1527,2023
50,50,Madouas  Valentin,1996,France,Groupama-FDJ,1111,37379,2023
60,60,Coquard  Bryan,1992,France,Cofidis,1056,16752,2023
61,61,Grégoire  Romain,2003,France,Groupama-FDJ,1055,126678,2023
64,63,Bagioli  Andrea,1999,Italy,Soudal Quick-Step,1040,65240,2023
68,68,Welsford  Sam,1996,Australia,Team dsm-firmenich,1018,44003,2023
69,69,Démare  Arnaud,1991,France,Team Arkéa-Samsic,997,2337,2023
79,78,Strong  Corbin,2000,New Zealand,Israel-Premier Tech,882,82572,2023
85,85,Großschartner  Felix,1993,Austria,UAE Team Emirates,828,9302,2023
86,86,Rota  Lorenzo,1995,Italy,Intermarché-Circus-Wanty,802,27275,2023
91,91,Theuns  Edward,1991,Belgium,Lidl-Trek,770,10382,2023
98,98,Alaphilippe  Julian,1992,France,Soudal Quick-Step,755,12474,2023
104,104,Stuyven  Jasper,1992,Belgium,Lidl-Trek,738,5059,2023
105,105,Zimmermann  Georg,1997,Germany,Intermarché-Circus-Wanty,735,38803,2023
107,107,Haig  Jack,1993,Australia,Bahrain Victorious,733,19784,2023
110,110,Formolo  Davide,1992,Italy,UAE Team Emirates,724,11011,2023
118,118,De Buyst  Jasper,1993,Belgium,Lotto Dstny,700,9042,2023
121,121,Poels  Wout,1987,Netherlands,Bahrain Victorious,687,929,2023
122,121,Asgreen  Kasper,1995,Denmark,Soudal Quick-Step,687,27121,2023
124,124,Paret-Peintre  Aurélien,1996,France,AG2R Citroën Team,680,27301,2023
126,126,Majka  Rafal,1989,Poland,UAE Team Emirates,671,3991,2023
129,129,Guerreiro  Ruben,1994,Portugal,Movistar Team,652,16992,2023
135,135,Soler  Marc,1993,Spain,UAE Team Emirates,621,25726,2023
136,136,Teuns  Dylan,1992,Belgium,Israel-Premier Tech,618,8068,2023
137,137,García Cortina  Iván,1995,Spain,Movistar Team,616,11828,2023
142,142,Burgaudeau  Mathieu,1998,France,TotalEnergies,594,45754,2023
144,143,Sobrero  Matteo,1997,Italy,Team Jayco-AlUla,587,40783,2023
153,153,Cavendish  Mark,1985,Great Britain,Astana Qazaqstan Team,568,14,2023
154,154,Berthet  Clément,1997,France,AG2R Citroën Team,566,57961,2023
160,160,Walscheid  Max,1993,Germany,Cofidis,554,9210,2023
164,164,Politt  Nils,1994,Germany,BORA-hansgrohe,534,18260,2023
165,164,Leknessund  Andreas,1999,Norway,Team dsm-firmenich,534,66973,2023
167,166,Page  Hugo,2001,France,Intermarché-Circus-Wanty,532,94862,2023
171,171,Kwiatkowski  Michal,1990,Poland,INEOS Grenadiers,522,2961,2023
173,173,Storer  Michael,1997,Australia,Groupama-FDJ,517,37447,2023
181,179,Gee  Derek,1997,Canada,Israel-Premier Tech,505,37421,2023
185,185,Bjerg  Mikkel,1998,Denmark,UAE Team Emirates,498,66265,2023
193,193,Cras  Steff,1996,Belgium,TotalEnergies,484,27332,2023
194,194,Onley  Oscar,2002,Great Britain,Team dsm-firmenich,483,120433,2023
200,199,Ackermann  Pascal,1994,Germany,UAE Team Emirates,462,9746,2023
202,202,Tejada  Harold,1997,Colombia,Astana Qazaqstan Team,457,64106,2023
205,205,Castroviejo  Jonathan,1987,Spain,INEOS Grenadiers,452,871,2023
211,211,Sénéchal  Florian,1993,France,Soudal Quick-Step,440,12481,2023
213,213,Cattaneo  Mattia,1990,Italy,Soudal Quick-Step,437,6227,2023
215,214,Sepulveda  Eduardo,1991,Argentina,Lotto Dstny,429,9451,2023
222,222,Beullens  Cédric,1997,Belgium,Lotto Dstny,422,37466,2023
231,231,Degenkolb  John,1989,Germany,Team dsm-firmenich,400,1013,2023
234,234,Sagan  Peter,1990,Slovakia,TotalEnergies,393,784,2023
239,239,Denz  Nico,1994,Germany,BORA-hansgrohe,385,16817,2023
241,241,Latour  Pierre,1993,France,TotalEnergies,380,15752,2023
242,241,Bernal  Egan,1997,Colombia,INEOS Grenadiers,380,58275,2023
243,243,Molard  Rudy,1989,France,Groupama-FDJ,377,6222,2023
247,247,De Plus  Laurens,1995,Belgium,INEOS Grenadiers,373,27333,2023
257,254,Eekhoff  Nils,1998,Netherlands,Team dsm-firmenich,367,45368,2023
271,268,Mezgec  Luka,1988,Slovenia,Team Jayco-AlUla,350,9234,2023
272,268,Bettiol  Alberto,1993,Italy,EF Education-EasyPost,350,20584,2023
273,273,Brambilla  Gianluca,1987,Italy,Q36.5 Pro Cycling Team,348,2741,2023
294,294,Schelling  Ide,1998,Netherlands,BORA-hansgrohe,318,45602,2023
299,299,Wright  Fred,1999,Great Britain,Bahrain Victorious,306,63055,2023
307,307,Eiking  Odd Christian,1994,Norway,EF Education-EasyPost,299,17252,2023
310,310,Oliveira  Nelson,1989,Portugal,Movistar Team,295,1008,2023
316,316,Neilands  Krists,1994,Latvia,Israel-Premier Tech,290,16660,2023
349,348,Bystrøm  Sven Erik,1992,Norway,Intermarché-Circus-Wanty,266,4953,2023
358,358,Turner  Ben,1999,Great Britain,INEOS Grenadiers,259,71217,2023
365,363,Kulset  Johannes,2004,Norway,Uno-X DARE Development Team,252,156417,2023
379,379,Bonifazio  Niccolo,1993,Italy,Intermarché-Circus-Wanty,239,16823,2023
389,389,Fuglsang  Jakob,1985,Denmark,Israel-Premier Tech,233,264,2023
393,393,Rojas  José Joaquin,1985,Spain,Movistar Team,230,116,2023
394,393,Kudus  Merhawi,1994,Eritrea,EF Education-EasyPost,230,18117,2023
405,405,Rex  Laurenz,1999,Belgium,Intermarché-Circus-Wanty,223,71213,2023
410,410,Verona  Carlos,1992,Spain,Movistar Team,220,7781,2023
417,417,McLay  Daniel,1992,Great Britain,Team Arkéa-Samsic,217,16154,2023
420,419,van den Broek  Frank,2000,Netherlands,Development Team dsm-firmenich,215,110247,2023
433,433,Geniets  Kevin,1997,Luxembourg,Groupama-FDJ,206,37325,2023
442,442,Bernard  Julien,1992,France,Lidl-Trek,202,17182,2023
451,450,Bonnamour  Franck,1995,France,AG2R Citroën Team,197,27297,2023
464,463,Simon  Julien,1985,France,TotalEnergies,193,964,2023
480,480,Thomas  Benjamin,1995,France,Cofidis,188,43007,2023
495,493,Swift  Connor,1995,Great Britain,INEOS Grenadiers,183,49662,2023
520,520,Abrahamsen  Jonas,1995,Norway,Uno-X Pro Cycling Team,171,27229,2023
533,533,Paterski  Maciej,1986,Poland,Voster ATS Team,165,783,2023
554,554,Haller  Marco,1991,Austria,BORA-hansgrohe,157,6246,2023
555,554,Jungels  Bob,1992,Luxembourg,BORA-hansgrohe,157,6413,2023
576,576,De Gendt  Aimé,1994,Belgium,Intermarché-Circus-Wanty,150,16581,2023
625,623,Ourselin  Paul,1994,France,TotalEnergies,137,32592,2023
635,634,Valgren  Michael,1992,Denmark,EF Education-NIPPO Development,134,6309,2023
640,640,Périchon  Pierre-Luc,1987,France,Cofidis,133,9154,2023
659,658,Guglielmi  Simon,1997,France,Team Arkéa-Samsic,128,38923,2023
685,685,Craddock  Lawson,1992,USA,Team Jayco-AlUla,116,3355,2023
698,698,Pacher  Quentin,1992,France,Groupama-FDJ,114,17203,2023
701,701,van der Hoorn  Taco,1993,Netherlands,Intermarché-Circus-Wanty,113,10802,2023
710,710,Zeits  Andrey,1986,Kazakhstan,Astana Qazaqstan Team,111,737,2023
714,714,Delaplace  Anthony,1989,France,Team Arkéa-Samsic,110,965,2023
724,724,Cabot  Jérémy,1991,France,TotalEnergies,109,17183,2023
728,728,Hepburn  Michael,1991,Australia,Team Jayco-AlUla,107,2978,2023
752,752,Grmay  Tsgabu,1991,Ethiopia,Team Jayco-AlUla,102,6255,2023
753,752,Vuillermoz  Alexis,1988,France,TotalEnergies,102,14716,2023
758,752,van den Berg  Lars,1998,Netherlands,Groupama-FDJ,102,47122,2023
765,763,Rutsch  Jonas,1998,Germany,EF Education-EasyPost,100,46161,2023
769,769,Geschke  Simon,1986,Germany,Cofidis,99,168,2023
775,775,De La Parte  Victor,1986,Spain,TotalEnergies,98,5395,2023
779,779,Boivin  Guillaume,1989,Canada,Israel-Premier Tech,97,1937,2023
788,787,Eg  Niklas,1995,Denmark,Uno-X Pro Cycling Team,94,16795,2023
805,805,De Marchi  Alessandro,1986,Italy,Team Jayco-AlUla,91,3103,2023
827,826,Russo  Clément,1995,France,Team Arkéa-Samsic,86,46959,2023
901,900,Mendes  Jose,1985,Portugal,NSJBI Victoria Sports,73,992,2023
945,945,Sinkeldam  Ramon,1989,Netherlands,Alpecin-Deceuninck,67,4589,2023
957,957,van Poppel  Boy,1988,Netherlands,Intermarché-Circus-Wanty,66,3187,2023
1146,1146,Declercq  Tim,1989,Belgium,Soudal Quick-Step,46,1970,2023
