YEAR,DATE,CAT,RACE,WINNER,RACE_URL
2011,20.08-11.09,2.UWT,Vuelta a España,R. DSQ,https://firstcycling.com/race.php?r=23&y=2011
2011,21.08,1.UWT,BEMER Cyclassics,E. Boasson-Hagen,https://firstcycling.com/race.php?r=20&y=2011
2011,28.08,1.UWT,Bretagne Classic,G. Bole,https://firstcycling.com/race.php?r=22&y=2011
2011,09.09,1.UWT,GP Québec,P. Gilbert,https://firstcycling.com/race.php?r=59&y=2011
2011,11.09,1.UWT,GP Montreal,R. Costa,https://firstcycling.com/race.php?r=58&y=2011
2011,05.10-09.10,2.UWT,Tour of Beijing,T. Martin,https://firstcycling.com/race.php?r=69&y=2011
2011,15.10,1.UWT,Il Lombardia,O. Zaugg,https://firstcycling.com/race.php?r=24&y=2011
2012,17.01-22.01,2.UWT,Tour Down Under,S. Gerrans,https://firstcycling.com/race.php?r=1&y=2012
2012,04.03-11.03,2.UWT,Paris-Nice,B. Wiggins,https://firstcycling.com/race.php?r=2&y=2012
2012,07.03-13.03,2.UWT,Tirreno-Adriatico,V. Nibali,https://firstcycling.com/race.php?r=3&y=2012
2012,17.03,1.UWT,Milano-Sanremo,S. Gerrans,https://firstcycling.com/race.php?r=4&y=2012
2012,19.03-25.03,2.UWT,Volta Catalunya,M. Albasini,https://firstcycling.com/race.php?r=14&y=2012
2012,23.03,1.UWT,E3 Saxo Classic,T. Boonen,https://firstcycling.com/race.php?r=47&y=2012
2012,25.03,1.UWT,Gent - Wevelgem,T. Boonen,https://firstcycling.com/race.php?r=7&y=2012
2012,01.04,1.UWT,Ronde van Vlaanderen,T. Boonen,https://firstcycling.com/race.php?r=5&y=2012
2012,02.04-07.04,2.UWT,Itzulia Basque Country,S. Sánchez,https://firstcycling.com/race.php?r=6&y=2012
2012,08.04,1.UWT,Paris-Roubaix,T. Boonen,https://firstcycling.com/race.php?r=8&y=2012
2012,15.04,1.UWT,Amstel Gold Race,E. Gasparotto,https://firstcycling.com/race.php?r=9&y=2012
2012,18.04,1.UWT,La Flèche Wallonne,J. Rodríguez,https://firstcycling.com/race.php?r=10&y=2012
2012,22.04,1.UWT,Liège-Bastogne-Liège,M. Iglinskiy,https://firstcycling.com/race.php?r=11&y=2012
2012,24.04-29.04,2.UWT,Tour de Romandie,B. Wiggins,https://firstcycling.com/race.php?r=12&y=2012
2012,05.05-27.05,2.UWT,Giro d'Italia,R. Hesjedal,https://firstcycling.com/race.php?r=13&y=2012
2012,03.06-10.06,2.UWT,Critérium du Dauphiné,B. Wiggins,https://firstcycling.com/race.php?r=15&y=2012
2012,09.06-17.06,2.UWT,Tour de Suisse,R. Costa,https://firstcycling.com/race.php?r=16&y=2012
2012,30.06-22.07,2.UWT,Tour de France,B. Wiggins,https://firstcycling.com/race.php?r=17&y=2012
2012,10.07-16.07,2.UWT,Tour de Pologne,M. Moser,https://firstcycling.com/race.php?r=19&y=2012
2012,06.08-12.08,2.UWT,Renewi Tour,L. Boom,https://firstcycling.com/race.php?r=21&y=2012
2012,14.08,1.UWT,San Sebastian Klasikoa,L. Sánchez,https://firstcycling.com/race.php?r=18&y=2012
2012,18.08-09.09,2.UWT,Vuelta a España,A. Contador,https://firstcycling.com/race.php?r=23&y=2012
2012,19.08,1.UWT,BEMER Cyclassics,A. Démare,https://firstcycling.com/race.php?r=20&y=2012
2012,26.08,1.UWT,Bretagne Classic,E. Boasson-Hagen,https://firstcycling.com/race.php?r=22&y=2012
2012,07.09,1.UWT,GP Québec,S. Gerrans,https://firstcycling.com/race.php?r=59&y=2012
2012,09.09,1.UWT,GP Montreal,L. Nordhaug,https://firstcycling.com/race.php?r=58&y=2012
2012,29.09,1.UWT,Il Lombardia,J. Rodríguez,https://firstcycling.com/race.php?r=24&y=2012
2012,09.10-13.10,2.UWT,Tour of Beijing,T. Martin,https://firstcycling.com/race.php?r=69&y=2012
2013,22.01-27.01,2.UWT,Tour Down Under,T. Slagter,https://firstcycling.com/race.php?r=1&y=2013
2013,03.03-10.03,2.UWT,Paris-Nice,R. Porte,https://firstcycling.com/race.php?r=2&y=2013
2013,06.03-12.03,2.UWT,Tirreno-Adriatico,V. Nibali,https://firstcycling.com/race.php?r=3&y=2013
2013,17.03,1.UWT,Milano-Sanremo,G. Ciolek,https://firstcycling.com/race.php?r=4&y=2013
2013,18.03-24.03,2.UWT,Volta Catalunya,D. Martin,https://firstcycling.com/race.php?r=14&y=2013
2013,22.03,1.UWT,E3 Saxo Classic,F. Cancellara,https://firstcycling.com/race.php?r=47&y=2013
2013,24.03,1.UWT,Gent - Wevelgem,P. Sagan,https://firstcycling.com/race.php?r=7&y=2013
2013,31.03,1.UWT,Ronde van Vlaanderen,F. Cancellara,https://firstcycling.com/race.php?r=5&y=2013
2013,01.04-06.04,2.UWT,Itzulia Basque Country,N. Quintana,https://firstcycling.com/race.php?r=6&y=2013
2013,07.04,1.UWT,Paris-Roubaix,F. Cancellara,https://firstcycling.com/race.php?r=8&y=2013
2013,14.04,1.UWT,Amstel Gold Race,R. Kreuziger,https://firstcycling.com/race.php?r=9&y=2013
2013,17.04,1.UWT,La Flèche Wallonne,D. Moreno,https://firstcycling.com/race.php?r=10&y=2013
2013,21.04,1.UWT,Liège-Bastogne-Liège,D. Martin,https://firstcycling.com/race.php?r=11&y=2013
2013,23.04-28.04,2.UWT,Tour de Romandie,C. Froome,https://firstcycling.com/race.php?r=12&y=2013
2013,04.05-26.05,2.UWT,Giro d'Italia,V. Nibali,https://firstcycling.com/race.php?r=13&y=2013
2013,02.06-09.06,2.UWT,Critérium du Dauphiné,C. Froome,https://firstcycling.com/race.php?r=15&y=2013
2013,08.06-16.06,2.UWT,Tour de Suisse,R. Costa,https://firstcycling.com/race.php?r=16&y=2013
2013,29.06-21.07,2.UWT,Tour de France,C. Froome,https://firstcycling.com/race.php?r=17&y=2013
2013,27.07,1.UWT,San Sebastian Klasikoa,T. Gallopin,https://firstcycling.com/race.php?r=18&y=2013
2013,27.07-03.08,2.UWT,Tour de Pologne,P. Weening,https://firstcycling.com/race.php?r=19&y=2013
2013,12.08-18.08,2.UWT,Renewi Tour,Z. Stybar,https://firstcycling.com/race.php?r=21&y=2013
2013,24.08-15.09,2.UWT,Vuelta a España,C. Horner,https://firstcycling.com/race.php?r=23&y=2013
2013,25.08,1.UWT,BEMER Cyclassics,J. Degenkolb,https://firstcycling.com/race.php?r=20&y=2013
2013,01.09,1.UWT,Bretagne Classic,F. Pozzato,https://firstcycling.com/race.php?r=22&y=2013
2013,13.09,1.UWT,GP Québec,R. Gesink,https://firstcycling.com/race.php?r=59&y=2013
2013,15.09,1.UWT,GP Montreal,P. Sagan,https://firstcycling.com/race.php?r=58&y=2013
2013,06.10,1.UWT,Il Lombardia,J. Rodríguez,https://firstcycling.com/race.php?r=24&y=2013
2013,11.10-15.10,2.UWT,Tour of Beijing,B. Intxausti,https://firstcycling.com/race.php?r=69&y=2013
2014,21.01-26.01,2.UWT,Tour Down Under,S. Gerrans,https://firstcycling.com/race.php?r=1&y=2014
2014,09.03-16.03,2.UWT,Paris-Nice,C. Betancur,https://firstcycling.com/race.php?r=2&y=2014
2014,12.03-18.03,2.UWT,Tirreno-Adriatico,A. Contador,https://firstcycling.com/race.php?r=3&y=2014
2014,23.03,1.UWT,Milano-Sanremo,A. Kristoff,https://firstcycling.com/race.php?r=4&y=2014
2014,24.03-30.03,2.UWT,Volta Catalunya,J. Rodríguez,https://firstcycling.com/race.php?r=14&y=2014
2014,28.03,1.UWT,E3 Saxo Classic,P. Sagan,https://firstcycling.com/race.php?r=47&y=2014
2014,30.03,1.UWT,Gent - Wevelgem,J. Degenkolb,https://firstcycling.com/race.php?r=7&y=2014
2014,06.04,1.UWT,Ronde van Vlaanderen,F. Cancellara,https://firstcycling.com/race.php?r=5&y=2014
2014,07.04-12.04,2.UWT,Itzulia Basque Country,A. Contador,https://firstcycling.com/race.php?r=6&y=2014
2014,13.04,1.UWT,Paris-Roubaix,N. Terpstra,https://firstcycling.com/race.php?r=8&y=2014
2014,20.04,1.UWT,Amstel Gold Race,P. Gilbert,https://firstcycling.com/race.php?r=9&y=2014
2014,23.04,1.UWT,La Flèche Wallonne,A. Valverde,https://firstcycling.com/race.php?r=10&y=2014
2014,27.04,1.UWT,Liège-Bastogne-Liège,S. Gerrans,https://firstcycling.com/race.php?r=11&y=2014
2014,29.04-04.05,2.UWT,Tour de Romandie,C. Froome,https://firstcycling.com/race.php?r=12&y=2014
2014,09.05-01.06,2.UWT,Giro d'Italia,N. Quintana,https://firstcycling.com/race.php?r=13&y=2014
2014,08.06-15.06,2.UWT,Critérium du Dauphiné,A. Talansky,https://firstcycling.com/race.php?r=15&y=2014
2014,14.06-22.06,2.UWT,Tour de Suisse,R. Costa,https://firstcycling.com/race.php?r=16&y=2014
2014,05.07-27.07,2.UWT,Tour de France,V. Nibali,https://firstcycling.com/race.php?r=17&y=2014
2014,02.08,1.UWT,San Sebastian Klasikoa,A. Valverde,https://firstcycling.com/race.php?r=18&y=2014
2014,03.08-09.08,2.UWT,Tour de Pologne,R. Majka,https://firstcycling.com/race.php?r=19&y=2014
2014,11.08-17.08,2.UWT,Renewi Tour,T. Wellens,https://firstcycling.com/race.php?r=21&y=2014
2014,23.08-14.09,2.UWT,Vuelta a España,A. Contador,https://firstcycling.com/race.php?r=23&y=2014
2014,24.08,1.UWT,BEMER Cyclassics,A. Kristoff,https://firstcycling.com/race.php?r=20&y=2014
2014,31.08,1.UWT,Bretagne Classic,S. Chavanel,https://firstcycling.com/race.php?r=22&y=2014
2014,12.09,1.UWT,GP Québec,S. Gerrans,https://firstcycling.com/race.php?r=59&y=2014
2014,14.09,1.UWT,GP Montreal,S. Gerrans,https://firstcycling.com/race.php?r=58&y=2014
2014,05.10,1.UWT,Il Lombardia,D. Martin,https://firstcycling.com/race.php?r=24&y=2014
2014,10.10-14.10,2.UWT,Tour of Beijing,P. Gilbert,https://firstcycling.com/race.php?r=69&y=2014
2015,20.01-25.01,2.UWT,Tour Down Under,R. Dennis,https://firstcycling.com/race.php?r=1&y=2015
2015,08.03-15.03,2.UWT,Paris-Nice,R. Porte,https://firstcycling.com/race.php?r=2&y=2015
2015,11.03-17.03,2.UWT,Tirreno-Adriatico,N. Quintana,https://firstcycling.com/race.php?r=3&y=2015
2015,22.03,1.UWT,Milano-Sanremo,J. Degenkolb,https://firstcycling.com/race.php?r=4&y=2015
2015,23.03-29.03,2.UWT,Volta Catalunya,R. Porte,https://firstcycling.com/race.php?r=14&y=2015
2015,27.03,1.UWT,E3 Saxo Classic,G. Thomas,https://firstcycling.com/race.php?r=47&y=2015
2015,29.03,1.UWT,Gent - Wevelgem,L. Paolini,https://firstcycling.com/race.php?r=7&y=2015
2015,05.04,1.UWT,Ronde van Vlaanderen,A. Kristoff,https://firstcycling.com/race.php?r=5&y=2015
2015,06.04-11.04,2.UWT,Itzulia Basque Country,J. Rodríguez,https://firstcycling.com/race.php?r=6&y=2015
2015,12.04,1.UWT,Paris-Roubaix,J. Degenkolb,https://firstcycling.com/race.php?r=8&y=2015
2015,19.04,1.UWT,Amstel Gold Race,M. Kwiatkowski,https://firstcycling.com/race.php?r=9&y=2015
2015,22.04,1.UWT,La Flèche Wallonne,A. Valverde,https://firstcycling.com/race.php?r=10&y=2015
2015,26.04,1.UWT,Liège-Bastogne-Liège,A. Valverde,https://firstcycling.com/race.php?r=11&y=2015
2015,28.04-03.05,2.UWT,Tour de Romandie,I. Zakarin,https://firstcycling.com/race.php?r=12&y=2015
2015,09.05-31.05,2.UWT,Giro d'Italia,A. Contador,https://firstcycling.com/race.php?r=13&y=2015
2015,07.06-14.06,2.UWT,Critérium du Dauphiné,C. Froome,https://firstcycling.com/race.php?r=15&y=2015
2015,13.06-21.06,2.UWT,Tour de Suisse,S. Spilak,https://firstcycling.com/race.php?r=16&y=2015
2015,04.07-26.07,2.UWT,Tour de France,C. Froome,https://firstcycling.com/race.php?r=17&y=2015
2015,01.08,1.UWT,San Sebastian Klasikoa,A. Yates,https://firstcycling.com/race.php?r=18&y=2015
2015,02.08-08.08,2.UWT,Tour de Pologne,I. Izagirre,https://firstcycling.com/race.php?r=19&y=2015
2015,10.08-16.08,2.UWT,Renewi Tour,T. Wellens,https://firstcycling.com/race.php?r=21&y=2015
2015,22.08-13.09,2.UWT,Vuelta a España,F. Aru,https://firstcycling.com/race.php?r=23&y=2015
2015,23.08,1.UWT,BEMER Cyclassics,A. Greipel,https://firstcycling.com/race.php?r=20&y=2015
2015,30.08,1.UWT,Bretagne Classic,A. Kristoff,https://firstcycling.com/race.php?r=22&y=2015
2015,11.09,1.UWT,GP Québec,R. Uran,https://firstcycling.com/race.php?r=59&y=2015
2015,13.09,1.UWT,GP Montreal,T. Wellens,https://firstcycling.com/race.php?r=58&y=2015
2015,04.10,1.UWT,Il Lombardia,V. Nibali,https://firstcycling.com/race.php?r=24&y=2015
2016,19.01-24.01,2.UWT,Tour Down Under,S. Gerrans,https://firstcycling.com/race.php?r=1&y=2016
2016,06.03-13.03,2.UWT,Paris-Nice,G. Thomas,https://firstcycling.com/race.php?r=2&y=2016
2016,09.03-15.03,2.UWT,Tirreno-Adriatico,G. Van Avermaet,https://firstcycling.com/race.php?r=3&y=2016
2016,19.03,1.UWT,Milano-Sanremo,A. Démare,https://firstcycling.com/race.php?r=4&y=2016
2016,21.03-27.03,2.UWT,Volta Catalunya,N. Quintana,https://firstcycling.com/race.php?r=14&y=2016
2016,25.03,1.UWT,E3 Saxo Classic,M. Kwiatkowski,https://firstcycling.com/race.php?r=47&y=2016
2016,27.03,1.UWT,Gent - Wevelgem,P. Sagan,https://firstcycling.com/race.php?r=7&y=2016
2016,03.04,1.UWT,Ronde van Vlaanderen,P. Sagan,https://firstcycling.com/race.php?r=5&y=2016
2016,04.04-09.04,2.UWT,Itzulia Basque Country,A. Contador,https://firstcycling.com/race.php?r=6&y=2016
2016,10.04,1.UWT,Paris-Roubaix,M. Hayman,https://firstcycling.com/race.php?r=8&y=2016
2016,17.04,1.UWT,Amstel Gold Race,E. Gasparotto,https://firstcycling.com/race.php?r=9&y=2016
2016,20.04,1.UWT,La Flèche Wallonne,A. Valverde,https://firstcycling.com/race.php?r=10&y=2016
2016,24.04,1.UWT,Liège-Bastogne-Liège,W. Poels,https://firstcycling.com/race.php?r=11&y=2016
2016,26.04-01.05,2.UWT,Tour de Romandie,N. Quintana,https://firstcycling.com/race.php?r=12&y=2016
2016,06.05-29.05,2.UWT,Giro d'Italia,V. Nibali,https://firstcycling.com/race.php?r=13&y=2016
2016,05.06-12.06,2.UWT,Critérium du Dauphiné,C. Froome,https://firstcycling.com/race.php?r=15&y=2016
2016,11.06-19.06,2.UWT,Tour de Suisse,M. López,https://firstcycling.com/race.php?r=16&y=2016
2016,02.07-24.07,2.UWT,Tour de France,C. Froome,https://firstcycling.com/race.php?r=17&y=2016
2016,12.07-18.07,2.UWT,Tour de Pologne,T. Wellens,https://firstcycling.com/race.php?r=19&y=2016
2016,30.07,1.UWT,San Sebastian Klasikoa,B. Mollema,https://firstcycling.com/race.php?r=18&y=2016
2016,20.08-11.09,2.UWT,Vuelta a España,N. Quintana,https://firstcycling.com/race.php?r=23&y=2016
2016,21.08,1.UWT,BEMER Cyclassics,C. Ewan,https://firstcycling.com/race.php?r=20&y=2016
2016,28.08,1.UWT,Bretagne Classic,O. Naesen,https://firstcycling.com/race.php?r=22&y=2016
2016,09.09,1.UWT,GP Québec,P. Sagan,https://firstcycling.com/race.php?r=59&y=2016
2016,11.09,1.UWT,GP Montreal,G. Van Avermaet,https://firstcycling.com/race.php?r=58&y=2016
2016,19.09-25.09,2.UWT,Renewi Tour,N. Terpstra,https://firstcycling.com/race.php?r=21&y=2016
2016,01.10,1.UWT,Il Lombardia,E. Chaves,https://firstcycling.com/race.php?r=24&y=2016
2017,17.01-22.01,2.UWT,Tour Down Under,R. Porte,https://firstcycling.com/race.php?r=1&y=2017
2017,29.01,1.UWT,Cadel Evans Road Race,N. Arndt,https://firstcycling.com/race.php?r=1172&y=2017
2017,23.02-26.02,2.UWT,Abu Dhabi Tour,R. Costa,https://firstcycling.com/race.php?r=3827&y=2017
2017,25.02,1.UWT,Omloop Het Nieuwsblad,G. Van Avermaet,https://firstcycling.com/race.php?r=53&y=2017
2017,04.03,1.UWT,Strade Bianche,M. Kwiatkowski,https://firstcycling.com/race.php?r=54&y=2017
2017,05.03-12.03,2.UWT,Paris-Nice,S. Henao,https://firstcycling.com/race.php?r=2&y=2017
