Year,Pos,Race,rider_id
2010,48,Vuelta a España,720
2010,64,Giro d'Italia,720
2009,155,Giro d'Italia,720
2008,102,Giro d'Italia,720
2012,137,Tour de France,1912
2013,DNF,Giro d'Italia,248
2012,143,Tour de France,248
2011,DNF,Vuelta a España,248
2010,138,Tour de France,248
2009,76,Vuelta a España,248
2008,72,Vuelta a España,248
2007,52,Vuelta a España,248
2005,135,Tour de France,248
2004,115,Tour de France,248
2003,100,Vuelta a España,248
2002,146,Tour de France,248
2001,107,Vuelta a España,248
2000,103,Giro d'Italia,248
2019,155,Tour de France,312
2018,128,Vuelta a España,312
2016,DNF,Tour de France,312
2015,DNF,Tour de France,312
2014,140,Tour de France,312
2012,150,Tour de France,312
2010,116,Vuelta a España,312
2008,128,Tour de France,312
2007,112,Vuelta a España,312
2018,115,Vuelta a España,32
2017,120,Vuelta a España,32
2016,87,Vuelta a España,32
2015,143,Vuelta a España,32
2014,97,Vuelta a España,32
2013,59,Vuelta a España,32
2013,146,Tour de France,32
2012,83,Vuelta a España,32
2012,DNF,Tour de France,32
2011,49,Vuelta a España,32
2010,37,Vuelta a España,32
2010,90,Tour de France,32
2009,77,Tour de France,32
2008,51,Giro d'Italia,32
2007,45,Vuelta a España,32
2015,128,Giro d'Italia,128
2014,DNF,Vuelta a España,128
2014,DNF,Giro d'Italia,128
2013,154,Tour de France,128
2013,121,Giro d'Italia,128
2012,DNF,Tour de France,128
2012,DNF,Giro d'Italia,128
2011,DNF,Giro d'Italia,128
2010,159,Tour de France,128
2009,126,Tour de France,128
2008,126,Tour de France,128
2007,DNF,Tour de France,128
2007,115,Giro d'Italia,128
2005,112,Giro d'Italia,128
2004,124,Giro d'Italia,128
2003,DNF,Giro d'Italia,128
2016,138,Tour de France,367
2015,DNF,Vuelta a España,367
2014,117,Tour de France,367
2013,132,Tour de France,367
2013,DNF,Giro d'Italia,367
2012,DNF,Tour de France,367
2010,117,Tour de France,367
2009,113,Vuelta a España,367
2016,7,Tour de France,246
2015,2,Vuelta a España,246
2015,29,Tour de France,246
2014,4,Vuelta a España,246
2014,54,Tour de France,246
2014,DNF,Giro d'Italia,246
2013,4,Vuelta a España,246
2013,3,Tour de France,246
2012,3,Vuelta a España,246
2012,2,Giro d'Italia,246
2011,19,Vuelta a España,246
2011,5,Giro d'Italia,246
2010,4,Vuelta a España,246
2010,8,Tour de France,246
2009,7,Vuelta a España,246
2009,DNF,Giro d'Italia,246
2008,6,Vuelta a España,246
2008,17,Giro d'Italia,246
2006,17,Vuelta a España,246
2005,38,Vuelta a España,246
2005,80,Giro d'Italia,246
2004,42,Vuelta a España,246
2003,26,Vuelta a España,246
2001,80,Giro d'Italia,246
2024,54,Tour de France,2961
2023,49,Tour de France,2961
2021,68,Tour de France,2961
2020,30,Tour de France,2961
2019,83,Tour de France,2961
2018,43,Vuelta a España,2961
2018,49,Tour de France,2961
2017,57,Tour de France,2961
2016,DNF,Vuelta a España,2961
2015,DNF,Tour de France,2961
2014,28,Tour de France,2961
2013,11,Tour de France,2961
2012,136,Giro d'Italia,2961
2021,31,Vuelta a España,868
2021,25,Giro d'Italia,868
2020,13,Vuelta a España,868
2020,DNF,Tour de France,868
2019,10,Vuelta a España,868
2019,17,Giro d'Italia,868
2018,23,Tour de France,868
2018,17,Giro d'Italia,868
2017,16,Vuelta a España,868
2017,14,Tour de France,868
2016,17,Tour de France,868
2016,25,Giro d'Italia,868
2015,8,Vuelta a España,868
2015,17,Giro d'Italia,868
2014,12,Vuelta a España,868
2014,18,Tour de France,868
2013,23,Vuelta a España,868
2013,12,Tour de France,868
2012,10,Giro d'Italia,868
2011,10,Vuelta a España,868
2011,11,Giro d'Italia,868
2010,12,Vuelta a España,868
2024,30,Tour de France,2275
2024,9,Giro d'Italia,2275
2023,21,Vuelta a España,2275
2023,DNF,Tour de France,2275
2022,6,Tour de France,2275
2022,DNF,Giro d'Italia,2275
2021,25,Vuelta a España,2275
2021,7,Giro d'Italia,2275
2020,DNF,Tour de France,2275
2019,15,Tour de France,2275
2018,6,Tour de France,2275
2017,17,Vuelta a España,2275
2017,3,Tour de France,2275
2016,2,Tour de France,2275
2015,9,Tour de France,2275
2014,6,Tour de France,2275
2013,15,Tour de France,2275
2018,38,Vuelta a España,335
2017,18,Vuelta a España,335
2016,8,Vuelta a España,335
2016,31,Tour de France,335
2015,9,Vuelta a España,335
2014,11,Vuelta a España,335
2014,41,Giro d'Italia,335
2013,10,Vuelta a España,335
2013,17,Tour de France,335
2012,5,Vuelta a España,335
2012,20,Giro d'Italia,335
2011,9,Vuelta a España,335
2011,29,Giro d'Italia,335
2010,21,Tour de France,335
2010,26,Giro d'Italia,335
2009,11,Vuelta a España,335
2008,12,Vuelta a España,335
2007,12,Vuelta a España,335
2006,36,Vuelta a España,335
2015,122,Tour de France,463
2014,93,Vuelta a España,463
2014,48,Tour de France,463
2013,21,Tour de France,463
2013,27,Giro d'Italia,463
2012,87,Giro d'Italia,463
2011,52,Giro d'Italia,463
2010,30,Giro d'Italia,463
2009,13,Giro d'Italia,463
2008,26,Giro d'Italia,463
2006,31,Giro d'Italia,463
2020,DNF,Vuelta a España,948
2018,90,Vuelta a España,948
2018,11,Giro d'Italia,948
2017,DNF,Vuelta a España,948
2017,DNF,Giro d'Italia,948
2016,108,Vuelta a España,948
2016,DNF,Giro d'Italia,948
2015,112,Tour de France,948
2015,9,Giro d'Italia,948
2014,13,Giro d'Italia,948
2013,47,Vuelta a España,948
2013,44,Tour de France,948
2012,90,Vuelta a España,948
2011,159,Vuelta a España,948
2022,DNF,Tour de France,14716
2020,35,Tour de France,14716
2019,41,Tour de France,14716
2019,29,Giro d'Italia,14716
2018,DNF,Tour de France,14716
2017,13,Tour de France,14716
2016,20,Tour de France,14716
2015,26,Tour de France,14716
2014,11,Giro d'Italia,14716
2013,46,Tour de France,14716
2013,50,Tour de France,408
2011,92,Giro d'Italia,408
2010,DNF,Vuelta a España,408
2024,125,Vuelta a España,3103
2024,51,Giro d'Italia,3103
2023,38,Giro d'Italia,3103
2022,103,Vuelta a España,3103
2022,92,Giro d'Italia,3103
2021,DNF,Giro d'Italia,3103
2020,100,Tour de France,3103
2019,DNF,Tour de France,3103
2018,76,Vuelta a España,3103
2018,65,Giro d'Italia,3103
2017,70,Vuelta a España,3103
2017,99,Tour de France,3103
2016,94,Giro d'Italia,3103
2015,78,Vuelta a España,3103
2014,67,Vuelta a España,3103
2014,52,Tour de France,3103
2013,71,Tour de France,3103
2012,98,Giro d'Italia,3103
2011,109,Giro d'Italia,3103
2023,29,Vuelta a España,6222
2023,69,Giro d'Italia,6222
2022,31,Vuelta a España,6222
2021,DNF,Vuelta a España,6222
2021,37,Giro d'Italia,6222
2020,39,Tour de France,6222
2019,33,Tour de France,6222
2018,14,Vuelta a España,6222
2018,38,Tour de France,6222
2017,36,Tour de France,6222
2017,44,Giro d'Italia,6222
2016,30,Vuelta a España,6222
2014,51,Tour de France,6222
2013,73,Tour de France,6222
2012,113,Vuelta a España,6222
2024,94,Tour de France,168
2024,14,Giro d'Italia,168
2023,DNF,Tour de France,168
2022,44,Tour de France,168
2021,62,Tour de France,168
2020,DNF,Vuelta a España,168
2020,48,Tour de France,168
2019,63,Tour de France,168
2018,DNF,Vuelta a España,168
2018,25,Tour de France,168
2017,64,Tour de France,168
2017,54,Giro d'Italia,168
2016,66,Tour de France,168
2015,38,Tour de France,168
2015,89,Giro d'Italia,168
2014,69,Giro d'Italia,168
2013,75,Tour de France,168
2012,71,Vuelta a España,168
2011,115,Vuelta a España,168
2009,112,Tour de France,168
2018,66,Giro d'Italia,492
2017,DNF,Tour de France,492
2016,63,Giro d'Italia,492
2015,80,Giro d'Italia,492
2014,118,Giro d'Italia,492
2013,70,Vuelta a España,492
2013,76,Tour de France,492
2011,107,Vuelta a España,492
2010,90,Vuelta a España,492
2009,93,Giro d'Italia,492
2007,DNF,Giro d'Italia,492
2006,88,Giro d'Italia,492
2005,85,Giro d'Italia,492
2004,76,Giro d'Italia,492
2013,46,Vuelta a España,62
2013,78,Tour de France,62
2012,50,Vuelta a España,62
2012,51,Giro d'Italia,62
2011,50,Vuelta a España,62
2011,DNF,Giro d'Italia,62
2010,56,Vuelta a España,62
2010,DNF,Tour de France,62
2009,106,Tour de France,62
2008,100,Tour de France,62
2023,67,Giro d'Italia,580
2022,67,Giro d'Italia,580
2021,29,Giro d'Italia,580
2019,59,Giro d'Italia,580
2018,53,Giro d'Italia,580
2015,58,Giro d'Italia,580
2013,84,Tour de France,580
2011,58,Vuelta a España,580
2010,105,Tour de France,580
2009,69,Giro d'Italia,580
2008,84,Giro d'Italia,580
2024,53,Tour de France,871
2023,60,Vuelta a España,871
2023,15,Tour de France,871
2022,48,Tour de France,871
2022,64,Giro d'Italia,871
2021,23,Tour de France,871
2021,23,Giro d'Italia,871
2020,24,Giro d'Italia,871
2020,DNF,Tour de France,871
2019,50,Tour de France,871
2018,100,Vuelta a España,871
2018,70,Tour de France,871
2017,60,Tour de France,871
2016,36,Vuelta a España,871
2015,24,Tour de France,871
2014,65,Vuelta a España,871
2014,57,Giro d'Italia,871
2013,97,Tour de France,871
2012,148,Vuelta a España,871
2017,72,Vuelta a España,749
2017,147,Giro d'Italia,749
2016,59,Vuelta a España,749
2016,67,Tour de France,749
2015,31,Vuelta a España,749
2015,58,Tour de France,749
2014,42,Vuelta a España,749
2014,36,Giro d'Italia,749
2013,DNF,Vuelta a España,749
2013,109,Tour de France,749
2012,37,Vuelta a España,749
2012,54,Giro d'Italia,749
2011,46,Vuelta a España,749
2011,55,Giro d'Italia,749
2010,53,Giro d'Italia,749
2008,24,Vuelta a España,749
2007,60,Giro d'Italia,749
2015,131,Giro d'Italia,1861
2014,137,Giro d'Italia,1861
2013,111,Tour de France,1861
2013,114,Giro d'Italia,1861
2011,138,Vuelta a España,1861
2011,142,Giro d'Italia,1861
2010,107,Giro d'Italia,1861
2014,DNF,Tour de France,3928
2013,115,Tour de France,3928
2012,101,Vuelta a España,3928
2016,83,Vuelta a España,849
2015,146,Vuelta a España,849
2014,100,Tour de France,849
2013,119,Tour de France,849
2012,117,Vuelta a España,849
2012,84,Giro d'Italia,849
2024,122,Tour de France,1013
2023,145,Tour de France,1013
2022,124,Vuelta a España,1013
2022,104,Tour de France,1013
2020,DNF,Tour de France,1013
2019,124,Vuelta a España,1013
2018,111,Tour de France,1013
2017,DNF,Vuelta a España,1013
2017,121,Tour de France,1013
2016,148,Tour de France,1013
2015,90,Vuelta a España,1013
2015,109,Tour de France,1013
2014,116,Vuelta a España,1013
2014,123,Tour de France,1013
2013,121,Tour de France,1013
2013,DNF,Giro d'Italia,1013
2012,131,Vuelta a España,1013
2011,144,Vuelta a España,1013
2013,123,Tour de France,1012
2017,66,Vuelta a España,336
2016,60,Vuelta a España,336
2016,69,Giro d'Italia,336
2014,105,Tour de France,336
2013,127,Tour de France,336
2011,DNF,Vuelta a España,336
2010,42,Vuelta a España,336
2009,42,Vuelta a España,336
2009,DNF,Giro d'Italia,336
2008,48,Tour de France,336
2007,14,Vuelta a España,336
2006,DNF,Tour de France,336
2006,40,Giro d'Italia,336
2005,76,Vuelta a España,336
2005,DNF,Giro d'Italia,336
2003,47,Vuelta a España,336
2016,DNF,Vuelta a España,130
2016,152,Giro d'Italia,130
2015,156,Vuelta a España,130
2015,130,Giro d'Italia,130
2014,DNF,Vuelta a España,130
2014,135,Giro d'Italia,130
2013,133,Tour de France,130
2013,147,Giro d'Italia,130
2011,DNF,Vuelta a España,130
2011,DNF,Giro d'Italia,130
2010,112,Giro d'Italia,130
2008,73,Tour de France,130
2007,100,Tour de France,130
2020,137,Tour de France,2995
2016,DNF,Vuelta a España,2995
2015,113,Vuelta a España,2995
2015,103,Giro d'Italia,2995
2014,73,Tour de France,2995
2013,134,Tour de France,2995
2023,124,Vuelta a España,3187
2022,DNF,Vuelta a España,3187
2021,117,Tour de France,3187
2018,137,Giro d'Italia,3187
2016,DNF,Giro d'Italia,3187
2015,158,Vuelta a España,3187
2015,146,Giro d'Italia,3187
2014,131,Giro d'Italia,3187
2013,144,Tour de France,3187
2019,119,Giro d'Italia,368
2018,139,Vuelta a España,368
2017,166,Tour de France,368
2015,153,Tour de France,368
2014,133,Tour de France,368
2013,150,Tour de France,368
2012,DNF,Giro d'Italia,368
2009,129,Vuelta a España,368
2021,21,Giro d'Italia,1018
2020,32,Giro d'Italia,1018
2019,27,Tour de France,1018
2019,18,Giro d'Italia,1018
2018,16,Tour de France,1018
2018,DNF,Giro d'Italia,1018
2017,DNF,Giro d'Italia,1018
2016,26,Tour de France,1018
2016,23,Giro d'Italia,1018
2015,22,Tour de France,1018
2015,13,Giro d'Italia,1018
2014,DNF,Vuelta a España,1018
2014,20,Tour de France,1018
2013,11,Vuelta a España,1018
2013,14,Giro d'Italia,1018
2012,26,Giro d'Italia,1018
2011,64,Vuelta a España,1018
2016,21,Vuelta a España,894
2016,40,Giro d'Italia,894
2015,60,Tour de France,894
2014,32,Tour de France,894
2011,34,Giro d'Italia,894
2010,38,Giro d'Italia,894
2019,28,Vuelta a España,771
2017,31,Vuelta a España,771
2017,46,Giro d'Italia,771
2016,46,Tour de France,771
2014,35,Tour de France,771
2013,52,Giro d'Italia,771
2012,27,Giro d'Italia,771
2011,22,Giro d'Italia,771
2021,95,Giro d'Italia,486
2020,DNF,Giro d'Italia,486
2018,38,Giro d'Italia,486
2017,46,Vuelta a España,486
2017,DNF,Giro d'Italia,486
2016,13,Giro d'Italia,486
2015,19,Vuelta a España,486
2015,18,Giro d'Italia,486
2014,37,Tour de France,486
2013,35,Giro d'Italia,486
2012,DNF,Giro d'Italia,486
2011,49,Giro d'Italia,486
2009,76,Giro d'Italia,486
2008,42,Giro d'Italia,486
2007,77,Giro d'Italia,486
2024,15,Giro d'Italia,3991
2023,14,Tour de France,3991
2022,DNF,Tour de France,3991
2021,21,Vuelta a España,3991
2021,34,Tour de France,3991
2020,12,Giro d'Italia,3991
2019,6,Vuelta a España,3991
2019,6,Giro d'Italia,3991
2018,13,Vuelta a España,3991
2018,19,Tour de France,3991
2017,39,Vuelta a España,3991
2017,DNF,Tour de France,3991
2016,27,Tour de France,3991
2016,5,Giro d'Italia,3991
2015,3,Vuelta a España,3991
2015,28,Tour de France,3991
2014,44,Tour de France,3991
2014,6,Giro d'Italia,3991
2013,19,Vuelta a España,3991
2013,7,Giro d'Italia,3991
2012,32,Vuelta a España,3991
2011,DNF,Vuelta a España,3991
2018,59,Tour de France,1714
2017,77,Giro d'Italia,1714
2016,82,Tour de France,1714
2015,76,Giro d'Italia,1714
2014,56,Tour de France,1714
2012,30,Giro d'Italia,1714
2011,75,Vuelta a España,1714
2011,DNF,Giro d'Italia,1714
2014,62,Tour de France,3132
2019,53,Giro d'Italia,2145
2018,42,Giro d'Italia,2145
2017,51,Giro d'Italia,2145
2016,19,Giro d'Italia,2145
2015,41,Vuelta a España,2145
2015,54,Giro d'Italia,2145
2014,66,Tour de France,2145
2014,44,Giro d'Italia,2145
2013,DNF,Vuelta a España,2145
2012,72,Vuelta a España,2145
2012,81,Giro d'Italia,2145
2011,76,Vuelta a España,2145
2011,77,Giro d'Italia,2145
2009,143,Giro d'Italia,2145
2017,127,Giro d'Italia,990
2016,88,Tour de France,990
2015,25,Tour de France,990
2014,71,Tour de France,990
2013,96,Vuelta a España,990
2012,65,Giro d'Italia,990
2018,79,Vuelta a España,708
2017,74,Tour de France,708
2016,85,Vuelta a España,708
2015,36,Vuelta a España,708
2015,72,Tour de France,708
2014,72,Tour de France,708
2013,36,Giro d'Italia,708
2012,40,Vuelta a España,708
2011,32,Vuelta a España,708
2011,20,Giro d'Italia,708
2024,73,Vuelta a España,1008
2024,51,Tour de France,1008
2023,53,Vuelta a España,1008
2023,53,Tour de France,1008
2022,37,Vuelta a España,1008
2022,51,Tour de France,1008
2021,72,Vuelta a España,1008
2021,27,Giro d'Italia,1008
2020,39,Vuelta a España,1008
2020,55,Tour de France,1008
2019,46,Vuelta a España,1008
2019,79,Tour de France,1008
2018,71,Vuelta a España,1008
2017,47,Vuelta a España,1008
2016,80,Tour de France,1008
2015,21,Vuelta a España,1008
2015,47,Tour de France,1008
2014,87,Tour de France,1008
2013,81,Giro d'Italia,1008
2012,64,Giro d'Italia,1008
2011,118,Vuelta a España,1008
2019,123,Tour de France,1016
2018,99,Tour de France,1016
2017,103,Tour de France,1016
2016,105,Tour de France,1016
2015,88,Tour de France,1016
2014,103,Tour de France,1016
2024,DNF,Vuelta a España,16752
2024,104,Tour de France,16752
2023,DNF,Vuelta a España,16752
2023,98,Tour de France,16752
2022,DNF,Vuelta a España,16752
2021,DNF,Tour de France,16752
2020,122,Tour de France,16752
2016,113,Tour de France,16752
2015,110,Tour de France,16752
2014,104,Tour de France,16752
2014,121,Tour de France,355
2013,82,Vuelta a España,355
2013,143,Giro d'Italia,355
2012,135,Giro d'Italia,355
2009,DNF,Vuelta a España,355
2024,123,Tour de France,2327
2023,130,Tour de France,2327
2022,112,Vuelta a España,2327
2022,DNF,Tour de France,2327
2021,100,Tour de France,2327
2019,109,Tour de France,2327
2019,78,Giro d'Italia,2327
2018,118,Tour de France,2327
2017,DNF,Tour de France,2327
2016,112,Tour de France,2327
2015,151,Tour de France,2327
2015,109,Giro d'Italia,2327
2014,122,Tour de France,2327
2014,DNF,Giro d'Italia,2327
2013,142,Giro d'Italia,2327
2018,83,Vuelta a España,992
2017,48,Giro d'Italia,992
2016,54,Vuelta a España,992
2015,140,Tour de France,992
2014,124,Tour de France,992
2013,22,Vuelta a España,992
2017,136,Giro d'Italia,7566
2016,131,Tour de France,7566
2015,129,Vuelta a España,7566
2014,127,Tour de France,7566
2013,93,Vuelta a España,7566
2022,113,Tour de France,5836
2021,113,Tour de France,5836
2020,93,Vuelta a España,5836
2018,DNF,Tour de France,5836
2017,115,Tour de France,5836
2016,119,Vuelta a España,5836
2015,131,Tour de France,5836
2014,130,Tour de France,5836
2013,146,Giro d'Italia,5836
2018,126,Giro d'Italia,2396
2015,DNF,Tour de France,2396
2014,151,Tour de France,2396
2013,133,Vuelta a España,2396
2024,DNF,Tour de France,2337
2022,130,Giro d'Italia,2337
2021,96,Vuelta a España,2337
2021,DNF,Tour de France,2337
2020,121,Giro d'Italia,2337
2019,123,Giro d'Italia,2337
2018,141,Tour de France,2337
2017,DNF,Tour de France,2337
2016,DNF,Giro d'Italia,2337
2015,138,Tour de France,2337
2014,159,Tour de France,2337
2012,DNF,Giro d'Italia,2337
2019,61,Vuelta a España,2280
2018,69,Tour de France,2280
2018,61,Giro d'Italia,2280
2017,20,Vuelta a España,2280
2017,41,Tour de France,2280
2016,32,Vuelta a España,2280
2016,9,Giro d'Italia,2280
2015,56,Vuelta a España,2280
2015,16,Giro d'Italia,2280
2014,DNF,Tour de France,2280
2013,18,Giro d'Italia,2280
2017,29,Vuelta a España,81
2017,23,Giro d'Italia,81
2016,18,Tour de France,81
2015,59,Tour de France,81
2015,DNF,Giro d'Italia,81
2014,69,Vuelta a España,81
2014,DNF,Tour de France,81
2013,DNF,Vuelta a España,81
2013,48,Giro d'Italia,81
2012,100,Vuelta a España,81
2012,71,Giro d'Italia,81
2011,108,Giro d'Italia,81
2009,117,Tour de France,81
2008,DNF,Vuelta a España,81
2008,87,Tour de France,81
2007,32,Vuelta a España,81
2007,DNF,Tour de France,81
2006,64,Giro d'Italia,81
2019,132,Vuelta a España,120
2018,125,Tour de France,120
2016,99,Giro d'Italia,120
2015,107,Giro d'Italia,120
2014,DNF,Tour de France,120
2011,103,Vuelta a España,120
2009,96,Tour de France,120
2008,DNF,Vuelta a España,120
2008,123,Tour de France,120
2007,128,Tour de France,120
2006,92,Vuelta a España,120
2005,54,Vuelta a España,120
2022,142,Giro d'Italia,624
2021,137,Giro d'Italia,624
2020,DNF,Giro d'Italia,624
2019,148,Vuelta a España,624
2019,149,Tour de France,624
2018,135,Tour de France,624
2017,148,Giro d'Italia,624
2016,144,Tour de France,624
2015,152,Vuelta a España,624
2015,127,Giro d'Italia,624
2014,138,Vuelta a España,624
2014,DNF,Tour de France,624
2013,141,Vuelta a España,624
2008,DNF,Giro d'Italia,624
2007,92,Giro d'Italia,624
2006,138,Giro d'Italia,624
2018,54,Giro d'Italia,1294
2017,33,Vuelta a España,1294
2017,46,Tour de France,1294
2016,19,Tour de France,1294
2015,19,Tour de France,1294
2014,32,Giro d'Italia,1294
2013,46,Giro d'Italia,1294
2024,37,Tour de France,6413
2023,26,Tour de France,6413
2023,39,Giro d'Italia,6413
2022,51,Vuelta a España,6413
2022,11,Tour de France,6413
2020,43,Tour de France,6413
2019,33,Giro d'Italia,6413
2018,11,Tour de France,6413
2017,42,Vuelta a España,6413
2017,8,Giro d'Italia,6413
2016,6,Giro d'Italia,6413
2015,27,Tour de France,6413
2014,DNF,Vuelta a España,6413
2024,DNF,Vuelta a España,1006
2024,17,Giro d'Italia,1006
2023,19,Vuelta a España,1006
2023,4,Giro d'Italia,1006
2022,DNF,Tour de France,1006
2021,17,Vuelta a España,1006
2021,2,Giro d'Italia,1006
2020,10,Tour de France,1006
2019,58,Tour de France,1006
2019,23,Giro d'Italia,1006
2018,20,Tour de France,1006
2017,109,Vuelta a España,1006
2017,11,Tour de France,1006
2016,22,Tour de France,1006
2015,53,Tour de France,1006
2015,8,Giro d'Italia,1006
2014,9,Vuelta a España,1006
2013,19,Giro d'Italia,1006
2012,24,Giro d'Italia,1006
2011,74,Vuelta a España,1006
2020,84,Giro d'Italia,912
2019,83,Giro d'Italia,912
2017,81,Tour de France,912
2016,44,Vuelta a España,912
2015,63,Tour de France,912
2014,36,Vuelta a España,912
2014,84,Giro d'Italia,912
2013,72,Vuelta a España,912
2013,84,Giro d'Italia,912
2012,82,Giro d'Italia,912
2011,126,Giro d'Italia,912
2010,97,Giro d'Italia,912
2023,132,Vuelta a España,1323
2022,DNF,Vuelta a España,1323
2021,57,Vuelta a España,1323
2020,26,Vuelta a España,1323
2019,75,Vuelta a España,1323
2018,57,Vuelta a España,1323
2017,61,Giro d'Italia,1323
2016,91,Vuelta a España,1323
2016,62,Giro d'Italia,1323
2015,65,Tour de France,1323
2014,32,Vuelta a España,1323
2014,23,Giro d'Italia,1323
2013,12,Vuelta a España,1323
2013,25,Giro d'Italia,1323
2012,44,Giro d'Italia,1323
2022,62,Tour de France,9154
2022,94,Giro d'Italia,9154
2021,92,Tour de France,9154
2020,97,Vuelta a España,9154
2020,86,Tour de France,9154
2019,57,Tour de France,9154
2017,42,Tour de France,9154
2016,93,Tour de France,9154
2015,81,Tour de France,9154
2022,79,Vuelta a España,18117
2022,61,Giro d'Italia,18117
2020,58,Vuelta a España,18117
2018,31,Vuelta a España,18117
2017,DNF,Vuelta a España,18117
2016,38,Vuelta a España,18117
2016,37,Giro d'Italia,18117
2015,84,Tour de France,18117
2014,92,Vuelta a España,18117
2018,DNF,Vuelta a España,6244
2018,29,Giro d'Italia,6244
2017,71,Giro d'Italia,6244
2016,56,Tour de France,6244
2016,26,Giro d'Italia,6244
2015,87,Tour de France,6244
2014,27,Giro d'Italia,6244
2013,36,Vuelta a España,6244
2017,89,Tour de France,6515
2016,DNF,Tour de France,6515
2015,91,Tour de France,6515
2014,123,Giro d'Italia,6515
2022,131,Tour de France,6559
2021,DNF,Vuelta a España,6559
2020,103,Vuelta a España,6559
2019,124,Tour de France,6559
2018,110,Tour de France,6559
2017,118,Tour de France,6559
2016,115,Tour de France,6559
2015,96,Tour de France,6559
2013,98,Vuelta a España,6559
2022,89,Giro d'Italia,729
2021,DNF,Giro d'Italia,729
2020,DNF,Giro d'Italia,729
2019,104,Giro d'Italia,729
2018,99,Giro d'Italia,729
2017,DNF,Tour de France,729
2017,117,Giro d'Italia,729
2016,DNF,Vuelta a España,729
2016,120,Giro d'Italia,729
2015,121,Tour de France,729
2014,107,Giro d'Italia,729
2011,159,Giro d'Italia,729
2010,116,Giro d'Italia,729
2009,166,Giro d'Italia,729
2024,85,Tour de France,6246
2023,78,Tour de France,6246
2022,86,Tour de France,6246
2021,127,Tour de France,6246
2020,143,Tour de France,6246
2019,148,Tour de France,6246
2019,116,Giro d'Italia,6246
2017,118,Vuelta a España,6246
2017,155,Tour de France,6246
2016,162,Tour de France,6246
2015,126,Tour de France,6246
2024,84,Tour de France,14737
2024,DNF,Giro d'Italia,14737
2023,80,Tour de France,14737
2022,74,Tour de France,14737
2021,91,Tour de France,14737
2020,107,Tour de France,14737
2019,DNF,Tour de France,14737
2018,124,Tour de France,14737
2017,133,Tour de France,14737
2016,157,Tour de France,14737
2015,127,Tour de France,14737
2022,106,Tour de France,12481
2021,118,Vuelta a España,12481
2019,DNF,Giro d'Italia,12481
2018,135,Giro d'Italia,12481
2017,161,Tour de France,12481
2016,DNF,Vuelta a España,12481
2015,135,Tour de France,12481
2015,141,Tour de France,20148
2022,147,Giro d'Italia,875
2021,130,Giro d'Italia,875
2020,126,Giro d'Italia,875
2018,158,Vuelta a España,875
2016,DNF,Giro d'Italia,875
2015,156,Tour de France,875
2012,111,Giro d'Italia,875
2011,155,Vuelta a España,875
2010,90,Giro d'Italia,875
2024,86,Vuelta a España,9451
2023,102,Vuelta a España,9451
2022,76,Giro d'Italia,9451
2021,47,Giro d'Italia,9451
2020,57,Giro d'Italia,9451
2018,96,Giro d'Italia,9451
2017,65,Tour de France,9451
2016,59,Tour de France,9451
2015,DNF,Tour de France,9451
2022,134,Giro d'Italia,1009
2021,DNF,Giro d'Italia,1009
2020,120,Giro d'Italia,1009
2019,151,Tour de France,1009
2018,120,Giro d'Italia,1009
2015,DNF,Tour de France,1009
2013,148,Giro d'Italia,1009
2023,DNF,Tour de France,4589
2023,DNF,Giro d'Italia,4589
2022,132,Giro d'Italia,4589
2021,127,Vuelta a España,4589
2020,DNF,Giro d'Italia,4589
2019,133,Giro d'Italia,4589
2018,134,Tour de France,4589
2017,148,Tour de France,4589
2016,143,Tour de France,4589
2015,DNF,Tour de France,4589
2014,136,Vuelta a España,4589
2013,DNF,Vuelta a España,4589
2024,38,Giro d'Italia,6309
2021,53,Tour de France,6309
2020,33,Vuelta a España,6309
2020,73,Tour de France,6309
2019,75,Tour de France,6309
2018,44,Tour de France,6309
2017,61,Tour de France,6309
2016,77,Tour de France,6309
2015,DNF,Tour de France,6309
2014,128,Vuelta a España,6309
2020,22,Giro d'Italia,9128
2020,DNF,Tour de France,9128
2019,51,Tour de France,9128
2019,10,Giro d'Italia,9128
2018,20,Vuelta a España,9128
2018,9,Tour de France,9128
2017,3,Vuelta a España,9128
2017,5,Giro d'Italia,9128
2016,25,Tour de France,9128
2016,DNF,Giro d'Italia,9128
2015,44,Giro d'Italia,9128
2024,48,Giro d'Italia,12474
2023,33,Tour de France,12474
2022,DNF,Vuelta a España,12474
2021,30,Tour de France,12474
2020,36,Tour de France,12474
2019,5,Tour de France,12474
2018,33,Tour de France,12474
2017,68,Vuelta a España,12474
2016,41,Tour de France,12474
2020,54,Vuelta a España,6255
2019,62,Vuelta a España,6255
2018,DNF,Tour de France,6255
2017,73,Tour de France,6255
2016,62,Vuelta a España,6255
2016,92,Tour de France,6255
2015,125,Vuelta a España,6255
2015,91,Giro d'Italia,6255
2021,131,Vuelta a España,4001
2021,122,Giro d'Italia,4001
2018,136,Vuelta a España,4001
2018,114,Giro d'Italia,4001
2017,110,Vuelta a España,4001
2016,94,Tour de France,4001
2015,99,Vuelta a España,4001
2015,95,Giro d'Italia,4001
2012,143,Vuelta a España,4001
2024,61,Tour de France,5059
2024,92,Giro d'Italia,5059
2023,79,Tour de France,5059
2022,80,Tour de France,5059
2021,39,Tour de France,5059
2020,71,Tour de France,5059
2019,43,Tour de France,5059
2018,63,Tour de France,5059
