Year,Pos,Race,rider_id
2016,44,Giro d'Italia,149
2015,DNF,Giro d'Italia,149
2014,76,Vuelta a España,149
2014,19,Giro d'Italia,149
2013,55,Tour de France,149
2012,33,Vuelta a España,149
2012,6,Giro d'Italia,149
2011,7,Tour de France,149
2010,29,Tour de France,149
2010,11,Giro d'Italia,149
2009,DNF,Vuelta a España,149
2009,19,Giro d'Italia,149
2008,DNF,Vuelta a España,149
2008,DNF,Tour de France,149
2007,DNF,Vuelta a España,149
2007,5,Giro d'Italia,149
2006,11,Tour de France,149
2006,4,Giro d'Italia,149
2005,18,Giro d'Italia,149
2004,16,Vuelta a España,149
2004,1,Giro d'Italia,149
2003,34,Giro d'Italia,149
2016,13,Vuelta a España,1151
2016,DNF,Giro d'Italia,1151
2015,61,Tour de France,1151
2014,2,Tour de France,1151
2013,DNF,Tour de France,1151
2012,44,Tour de France,1151
2011,10,Tour de France,1151
2010,39,Vuelta a España,1151
2016,75,Tour de France,99
2015,DNF,Vuelta a España,99
2015,DNF,Tour de France,99
2014,31,Vuelta a España,99
2013,40,Vuelta a España,99
2013,63,Tour de France,99
2012,21,Tour de France,99
2011,14,Tour de France,99
2009,DNF,Tour de France,99
2017,52,Tour de France,87
2016,19,Vuelta a España,87
2016,24,Tour de France,87
2015,23,Vuelta a España,87
2015,62,Tour de France,87
2014,DNF,Vuelta a España,87
2014,8,Tour de France,87
2013,DNF,Vuelta a España,87
2013,36,Tour de France,87
2012,6,Tour de France,87
2011,25,Vuelta a España,87
2011,16,Tour de France,87
2009,14,Vuelta a España,87
2009,26,Tour de France,87
2008,42,Tour de France,87
2007,44,Vuelta a España,87
2007,5,Tour de France,87
2006,34,Vuelta a España,87
2006,8,Tour de France,87
2005,15,Tour de France,87
2005,49,Giro d'Italia,87
2004,40,Vuelta a España,87
2004,DNF,Tour de France,87
2003,5,Tour de France,87
2002,11,Vuelta a España,87
2002,39,Tour de France,87
2001,43,Vuelta a España,87
2001,73,Tour de France,87
2000,10,Vuelta a España,87
2013,54,Giro d'Italia,936
2012,DNF,Vuelta a España,936
2012,DNF,Tour de France,936
2011,21,Tour de France,936
2019,47,Giro d'Italia,186
2018,26,Vuelta a España,186
2018,20,Giro d'Italia,186
2017,19,Giro d'Italia,186
2016,11,Giro d'Italia,186
2015,42,Giro d'Italia,186
2014,54,Vuelta a España,186
2014,16,Giro d'Italia,186
2013,34,Tour de France,186
2013,32,Giro d'Italia,186
2012,DNF,Tour de France,186
2012,16,Giro d'Italia,186
2011,22,Tour de France,186
2011,12,Giro d'Italia,186
2010,55,Vuelta a España,186
2010,20,Giro d'Italia,186
2009,32,Tour de France,186
2008,32,Vuelta a España,186
2008,52,Tour de France,186
2007,17,Vuelta a España,186
2007,25,Giro d'Italia,186
2006,40,Vuelta a España,186
2006,32,Giro d'Italia,186
2014,60,Giro d'Italia,482
2013,62,Vuelta a España,482
2013,65,Giro d'Italia,482
2012,DNF,Tour de France,482
2011,23,Tour de France,482
2010,17,Vuelta a España,482
2008,45,Giro d'Italia,482
2007,37,Tour de France,482
2006,23,Vuelta a España,482
2004,93,Vuelta a España,482
2013,63,Vuelta a España,61
2013,64,Giro d'Italia,61
2012,11,Vuelta a España,61
2012,DNF,Tour de France,61
2011,36,Vuelta a España,61
2011,25,Tour de France,61
2010,84,Vuelta a España,61
2010,36,Tour de France,61
2009,60,Tour de France,61
2008,70,Tour de France,61
2007,47,Tour de France,61
2006,74,Tour de France,61
2005,68,Giro d'Italia,61
2024,52,Vuelta a España,41
2024,DNF,Giro d'Italia,41
2023,52,Vuelta a España,41
2022,41,Vuelta a España,41
2021,62,Vuelta a España,41
2021,DNF,Tour de France,41
2020,35,Vuelta a España,41
2020,42,Tour de France,41
2019,27,Vuelta a España,41
2018,31,Tour de France,41
2018,23,Giro d'Italia,41
2017,DNF,Tour de France,41
2016,34,Vuelta a España,41
2015,6,Tour de France,41
2014,DNF,Vuelta a España,41
2013,26,Tour de France,41
2013,DNF,Giro d'Italia,41
2012,6,Vuelta a España,41
2012,DNF,Tour de France,41
2011,33,Tour de France,41
2010,6,Tour de France,41
2009,6,Vuelta a España,41
2009,DNF,Tour de France,41
2008,7,Vuelta a España,41
2013,30,Vuelta a España,57
2013,22,Giro d'Italia,57
2012,17,Tour de France,57
2011,55,Vuelta a España,57
2011,34,Tour de France,57
2010,DNF,Vuelta a España,57
2010,40,Tour de France,57
2009,52,Vuelta a España,57
2009,43,Tour de France,57
2008,9,Vuelta a España,57
2008,47,Tour de France,57
2007,DNF,Vuelta a España,57
2007,60,Tour de France,57
2006,12,Vuelta a España,57
2006,41,Tour de France,57
2005,46,Vuelta a España,57
2005,48,Tour de France,57
2004,41,Tour de France,57
2017,89,Vuelta a España,109
2016,122,Vuelta a España,109
2015,12,Vuelta a España,109
2014,20,Vuelta a España,109
2013,13,Vuelta a España,109
2011,36,Tour de France,109
2011,14,Giro d'Italia,109
2010,25,Vuelta a España,109
2010,2,Giro d'Italia,109
2009,68,Tour de France,109
2009,11,Giro d'Italia,109
2008,17,Vuelta a España,109
2008,27,Tour de France,109
2007,13,Tour de France,109
2007,10,Giro d'Italia,109
2006,19,Vuelta a España,109
2006,20,Tour de France,109
2005,53,Tour de France,109
2012,DNF,Tour de France,105
2011,39,Tour de France,105
2010,21,Vuelta a España,105
2010,78,Tour de France,105
2009,51,Vuelta a España,105
2008,80,Vuelta a España,105
2008,56,Tour de France,105
2007,DNF,Tour de France,105
2013,81,Tour de France,345
2011,40,Tour de France,345
2010,27,Tour de France,345
2009,49,Vuelta a España,345
2012,109,Vuelta a España,63
2012,DNF,Tour de France,63
2011,37,Vuelta a España,63
2011,41,Tour de France,63
2010,14,Vuelta a España,63
2010,68,Giro d'Italia,63
2009,27,Vuelta a España,63
2009,57,Tour de France,63
2008,8,Vuelta a España,63
2008,39,Tour de France,63
2006,57,Tour de France,63
2005,67,Tour de France,63
2004,34,Tour de France,63
2003,43,Tour de France,63
2002,13,Tour de France,63
2001,48,Tour de France,63
2000,75,Tour de France,63
2015,45,Giro d'Italia,360
2013,45,Vuelta a España,360
2012,71,Tour de France,360
2012,28,Giro d'Italia,360
2011,42,Tour de France,360
2011,82,Giro d'Italia,360
2010,61,Tour de France,360
2010,60,Giro d'Italia,360
2009,17,Vuelta a España,360
2009,44,Giro d'Italia,360
2008,23,Tour de France,360
2008,23,Giro d'Italia,360
2007,25,Vuelta a España,360
2007,28,Giro d'Italia,360
2006,14,Vuelta a España,360
2006,19,Giro d'Italia,360
2005,24,Vuelta a España,360
2005,64,Giro d'Italia,360
2004,74,Vuelta a España,360
2004,43,Giro d'Italia,360
2003,24,Giro d'Italia,360
2002,29,Vuelta a España,360
2002,44,Giro d'Italia,360
2023,46,Vuelta a España,737
2022,38,Tour de France,737
2021,44,Vuelta a España,737
2019,26,Giro d'Italia,737
2018,52,Vuelta a España,737
2018,67,Giro d'Italia,737
2017,44,Tour de France,737
2017,63,Giro d'Italia,737
2016,31,Vuelta a España,737
2016,33,Giro d'Italia,737
2015,68,Vuelta a España,737
2015,59,Giro d'Italia,737
2014,50,Vuelta a España,737
2014,102,Giro d'Italia,737
2013,81,Vuelta a España,737
2013,106,Giro d'Italia,737
2012,52,Vuelta a España,737
2012,85,Giro d'Italia,737
2011,45,Tour de France,737
2010,103,Vuelta a España,737
2009,35,Giro d'Italia,737
2014,DNF,Tour de France,113
2013,55,Vuelta a España,113
2013,82,Giro d'Italia,113
2012,DNF,Vuelta a España,113
2011,69,Vuelta a España,113
2011,48,Tour de France,113
2010,62,Giro d'Italia,113
2009,112,Vuelta a España,113
2008,50,Vuelta a España,113
2007,DNF,Vuelta a España,113
2007,DNF,Tour de France,113
2006,22,Vuelta a España,113
2006,32,Tour de France,113
2005,22,Tour de France,113
2004,97,Tour de France,113
2003,51,Tour de France,113
2024,38,Tour de France,264
2022,DNF,Tour de France,264
2021,DNF,Tour de France,264
2020,6,Giro d'Italia,264
2019,13,Vuelta a España,264
2019,DNF,Tour de France,264
2018,12,Tour de France,264
2017,DNF,Tour de France,264
2016,52,Tour de France,264
2016,12,Giro d'Italia,264
2015,23,Tour de France,264
2014,36,Tour de France,264
2013,29,Vuelta a España,264
2013,7,Tour de France,264
2011,11,Vuelta a España,264
2011,50,Tour de France,264
2010,50,Tour de France,264
2009,56,Vuelta a España,264
2011,52,Tour de France,677
2010,44,Tour de France,677
2010,DNF,Giro d'Italia,677
2009,104,Giro d'Italia,677
2007,135,Tour de France,677
2006,DNF,Vuelta a España,677
2006,113,Tour de France,677
2005,75,Vuelta a España,677
2004,103,Tour de France,677
2015,DNF,Giro d'Italia,182
2014,58,Tour de France,182
2013,159,Tour de France,182
2013,124,Giro d'Italia,182
2012,112,Tour de France,182
2011,54,Tour de France,182
2011,84,Giro d'Italia,182
2010,66,Tour de France,182
2010,58,Giro d'Italia,182
2009,87,Tour de France,182
2008,35,Tour de France,182
2007,67,Tour de France,182
2006,DNF,Vuelta a España,182
2006,82,Tour de France,182
2005,43,Tour de France,182
2004,27,Tour de France,182
2003,71,Tour de France,182
2002,87,Tour de France,182
2012,38,Tour de France,10
2011,56,Tour de France,10
2010,59,Tour de France,10
2009,18,Tour de France,10
2008,32,Tour de France,10
2007,23,Tour de France,10
2007,DNF,Giro d'Italia,10
2006,31,Tour de France,10
2005,14,Tour de France,10
2004,33,Tour de France,10
2003,DNF,Vuelta a España,10
2003,47,Tour de France,10
2002,59,Tour de France,10
2001,71,Tour de France,10
2000,65,Tour de France,10
1999,78,Tour de France,10
1998,53,Tour de France,10
1997,104,Tour de France,10
1996,DNF,Tour de France,10
1995,110,Vuelta a España,10
2019,DNF,Giro d'Italia,80
2018,51,Tour de France,80
2018,35,Giro d'Italia,80
2017,67,Tour de France,80
2017,34,Giro d'Italia,80
2016,73,Tour de France,80
2015,92,Tour de France,80
2014,44,Vuelta a España,80
2014,9,Tour de France,80
2013,DNF,Vuelta a España,80
2013,13,Tour de France,80
2012,8,Vuelta a España,80
2012,28,Tour de France,80
2011,58,Tour de France,80
2010,DNF,Vuelta a España,80
2009,59,Tour de France,80
2009,28,Giro d'Italia,80
2008,20,Tour de France,80
2018,39,Tour de France,167
2017,25,Tour de France,167
2016,43,Tour de France,167
2015,47,Vuelta a España,167
2015,54,Tour de France,167
2015,36,Giro d'Italia,167
2014,34,Tour de France,167
2013,31,Tour de France,167
2012,DNF,Tour de France,167
2011,27,Vuelta a España,167
2011,61,Tour de France,167
2010,31,Tour de France,167
2009,19,Tour de France,167
2008,DNF,Vuelta a España,167
2008,58,Tour de France,167
2007,16,Vuelta a España,167
2007,DNF,Tour de France,167
2006,44,Tour de France,167
