Rider_ID,Year,Age,TDF_Pos,Best_Pos_BT_UWT,Best_Pos_BT_PT,Best_Pos_AT_UWT_YB,Best_Pos_AT_PT_YB,Best_Pos_UWT_YB,Best_Pos_PT_YB,FC_Points_YB,FC_Pos_YB,best_tdf_result,best_other_gt_result,best_recent_tdf_result,best_recent_other_gt_result,tdf_debut,gt_debut,rode_giro,FC_Points,FC_Pos,Best_Pos_AT_UWT,Best_Pos_AT_PT,Best_Pos_UWT,Best_Pos_PT,Best_Pos_BT_UWT_YB,Best_Pos_BT_PT_YB
5,2011,31,DNF,64.0,39.0,,,,,0.0,1,8.0,3.0,22.0,15.0,,,1.0,93.0,121,111.0,,64.0,39.0,,
5,2012,32,76.0,86.0,24.0,111.0,,64.0,39.0,93.0,120,8.0,3.0,40.0,15.0,,,0.0,65.0,153,,,86.0,24.0,64.0,39.0
5,2013,33,,67.0,42.0,,,86.0,24.0,65.0,149,,,,,,,,106.0,134,71.0,51.0,67.0,42.0,86.0,24.0
5,2014,34,,65.0,32.0,71.0,51.0,67.0,42.0,106.0,129,,,,,,,,49.0,167,98.0,,65.0,32.0,67.0,42.0
5,2015,35,,92.0,68.0,98.0,,65.0,32.0,49.0,162,,,,,,,,0.0,184,95.0,66.0,92.0,66.0,65.0,32.0
5,2016,36,,109.0,86.0,95.0,66.0,92.0,66.0,0.0,178,,,,,,,,0.0,177,,,109.0,86.0,92.0,68.0
10,2011,38,56.0,30.0,22.0,,,,,0.0,1,14.0,110.0,18.0,,,,0.0,370.0,64,,,30.0,22.0,,
10,2012,39,38.0,42.0,15.0,,,30.0,22.0,370.0,63,14.0,110.0,18.0,,,,0.0,80.0,148,,40.0,42.0,15.0,30.0,22.0
12,2011,30,119.0,90.0,15.0,,,,,0.0,1,62.0,,62.0,,,,0.0,1557.0,8,999.0,,90.0,15.0,,
12,2012,31,DNF,98.0,7.0,DNF,,90.0,15.0,1557.0,8,62.0,,90.0,,,,0.0,1130.0,12,,,98.0,7.0,90.0,15.0
12,2013,32,,71.0,44.0,,,98.0,7.0,1130.0,12,,,,,,,,1549.0,7,68.0,54.0,68.0,44.0,98.0,7.0
12,2014,33,DNF,51.0,31.0,68.0,54.0,68.0,44.0,1549.0,7,62.0,,119.0,,,,0.0,1396.0,11,999.0,,51.0,31.0,71.0,44.0
12,2015,34,DNF,52.0,59.0,DNF,,51.0,31.0,1396.0,11,62.0,,,,,,0.0,518.0,48,999.0,,52.0,59.0,51.0,31.0
12,2016,35,DNF,60.0,7.0,DNF,,52.0,59.0,518.0,48,62.0,,,,,,1.0,1290.0,12,,,60.0,7.0,52.0,59.0
14,2011,26,130.0,125.0,,,,,,0.0,1,130.0,132.0,130.0,132.0,,,1.0,1591.0,6,999.0,,125.0,,,
14,2012,27,142.0,145.0,6.0,DNF,,125.0,,1591.0,6,130.0,132.0,130.0,144.0,,,1.0,1458.0,7,,78.0,145.0,6.0,125.0,
14,2013,28,148.0,127.0,1.0,,78.0,145.0,6.0,1458.0,7,130.0,127.0,130.0,144.0,,,1.0,2108.0,3,,7.0,127.0,1.0,145.0,6.0
14,2014,29,DNF,127.0,78.0,,7.0,127.0,1.0,2108.0,3,130.0,127.0,130.0,127.0,,,0.0,746.0,24,,41.0,127.0,41.0,127.0,1.0
14,2015,30,142.0,107.0,1.0,,41.0,127.0,41.0,746.0,24,130.0,127.0,142.0,127.0,,,0.0,1182.0,11,,999.0,107.0,1.0,127.0,78.0
14,2016,31,DNF,168.0,1.0,,DNF,107.0,1.0,1182.0,11,130.0,127.0,142.0,127.0,,,0.0,1484.0,5,,25.0,168.0,1.0,107.0,1.0
14,2017,32,DNF,85.0,8.0,,25.0,168.0,1.0,1484.0,5,130.0,127.0,142.0,,,,0.0,299.0,85,,999.0,85.0,8.0,168.0,1.0
14,2018,33,DNF,98.0,12.0,,DNF,85.0,8.0,299.0,84,130.0,127.0,142.0,,,,0.0,267.0,90,,,98.0,12.0,85.0,8.0
14,2019,34,,87.0,68.0,,,98.0,12.0,267.0,87,,,,,,,,95.0,134,999.0,87.0,87.0,68.0,98.0,12.0
14,2020,35,,116.0,114.0,DNF,87.0,87.0,68.0,95.0,126,,,,,,,,48.0,115,999.0,102.0,116.0,102.0,87.0,68.0
14,2021,36,139.0,,55.0,DNF,102.0,116.0,102.0,48.0,114,130.0,127.0,,,,,0.0,1305.0,10,,21.0,,21.0,116.0,114.0
14,2022,37,,88.0,68.0,,21.0,,21.0,1305.0,10,,,,,,,,727.0,31,999.0,,88.0,68.0,,55.0
14,2023,38,DNF,89.0,9.0,DNF,,88.0,68.0,727.0,31,130.0,120.0,139.0,145.0,,,1.0,568.0,42,,,89.0,9.0,88.0,68.0
14,2024,39,141.0,137.0,93.0,,,89.0,9.0,568.0,42,130.0,120.0,139.0,120.0,,,0.0,221.0,68,,,137.0,93.0,89.0,9.0
15,2011,38,78.0,50.0,DNF,,,,,0.0,1,54.0,65.0,106.0,,,,0.0,390.0,61,93.0,,50.0,999.0,,
15,2012,39,97.0,77.0,50.0,93.0,,50.0,DNF,390.0,60,54.0,65.0,78.0,93.0,,,0.0,114.0,135,,,77.0,50.0,50.0,999.0
15,2013,40,161.0,70.0,53.0,,,77.0,50.0,114.0,133,54.0,65.0,78.0,93.0,,,0.0,0.0,172,,,70.0,53.0,77.0,50.0
16,2011,36,95.0,31.0,2.0,,,,,0.0,1,20.0,28.0,30.0,34.0,,,0.0,387.0,62,120.0,,31.0,2.0,,
16,2012,37,99.0,23.0,,120.0,,31.0,2.0,387.0,61,20.0,28.0,30.0,72.0,,,0.0,290.0,83,155.0,,23.0,,31.0,2.0
16,2013,38,,28.0,,155.0,,23.0,,290.0,83,,,,,,,,274.0,83,100.0,105.0,28.0,105.0,23.0,
16,2014,39,,54.0,,100.0,105.0,28.0,105.0,274.0,83,,,,,,,,78.0,159,78.0,42.0,54.0,42.0,28.0,
20,2011,25,150.0,74.0,42.0,,,,,0.0,1,103.0,,103.0,,,,1.0,555.0,39,999.0,,74.0,42.0,,
20,2012,26,,13.0,91.0,DNF,,74.0,42.0,555.0,39,,,,,,,,391.0,65,999.0,,13.0,91.0,74.0,42.0
20,2013,27,,74.0,10.0,DNF,,13.0,91.0,391.0,65,,,,,,,,928.0,23,,104.0,74.0,10.0,13.0,91.0
20,2014,28,,121.0,5.0,,104.0,74.0,10.0,928.0,23,,,,,,,,449.0,55,139.0,27.0,121.0,5.0,74.0,10.0
20,2015,29,,66.0,17.0,139.0,27.0,121.0,5.0,449.0,55,,,,,,,,204.0,111,,56.0,66.0,17.0,121.0,5.0
20,2016,30,,,39.0,,56.0,66.0,17.0,204.0,110,,,,,,,,86.0,141,,,,39.0,66.0,17.0
27,2011,32,,2.0,1.0,,,,,0.0,1,,,,,,,,2008.0,2,999.0,,2.0,1.0,,
27,2012,33,24.0,4.0,44.0,DNF,,2.0,1.0,2008.0,2,32.0,2.0,,2.0,,,1.0,1095.0,14,,,4.0,44.0,2.0,1.0
27,2013,34,,3.0,35.0,,,4.0,44.0,1095.0,14,,,,,,,,1384.0,12,15.0,,3.0,35.0,4.0,44.0
27,2014,35,49.0,9.0,8.0,15.0,,3.0,35.0,1384.0,12,24.0,2.0,24.0,2.0,,,1.0,359.0,76,,,9.0,8.0,3.0,35.0
27,2015,36,41.0,6.0,,,,9.0,8.0,359.0,76,24.0,2.0,24.0,4.0,,,0.0,607.0,37,,2.0,6.0,2.0,9.0,8.0
27,2016,37,,16.0,14.0,,2.0,6.0,2.0,607.0,37,,,,,,,,499.0,50,11.0,35.0,11.0,14.0,6.0,
27,2017,38,,15.0,4.0,11.0,35.0,11.0,14.0,499.0,48,,,,,,,,266.0,94,,,15.0,4.0,16.0,14.0
32,2011,26,,,6.0,,,,,0.0,1,,,,,,,,286.0,76,30.0,14.0,30.0,6.0,,
32,2012,27,DNF,52.0,46.0,30.0,14.0,30.0,6.0,286.0,75,77.0,37.0,77.0,37.0,,,0.0,24.0,165,83.0,41.0,52.0,41.0,,6.0
32,2013,28,146.0,51.0,46.0,83.0,41.0,52.0,41.0,24.0,160,77.0,37.0,90.0,37.0,,,0.0,0.0,172,59.0,,51.0,46.0,52.0,46.0
32,2014,29,,60.0,37.0,59.0,,51.0,46.0,0.0,160,,,,,,,,7.0,178,56.0,,56.0,37.0,51.0,46.0
32,2015,30,,83.0,55.0,56.0,,56.0,37.0,7.0,172,,,,,,,,20.0,175,56.0,,56.0,55.0,60.0,37.0
32,2016,31,,104.0,76.0,56.0,,56.0,55.0,20.0,172,,,,,,,,43.0,162,47.0,13.0,47.0,13.0,83.0,55.0
32,2017,32,,92.0,55.0,47.0,13.0,47.0,13.0,43.0,156,,,,,,,,3.0,182,94.0,,92.0,55.0,104.0,76.0
32,2018,33,,75.0,59.0,94.0,,92.0,55.0,3.0,177,,,,,,,,7.0,177,61.0,,61.0,59.0,92.0,55.0
32,2019,34,,55.0,,61.0,,61.0,59.0,7.0,164,,,,,,,,0.0,171,56.0,,55.0,,75.0,59.0
36,2011,25,112.0,6.0,15.0,,,,,0.0,1,9.0,6.0,9.0,28.0,,,1.0,910.0,19,,,6.0,15.0,,
36,2012,26,,3.0,6.0,,,6.0,15.0,910.0,19,,,,,,,,1068.0,15,999.0,33.0,3.0,6.0,6.0,15.0
36,2013,27,5.0,3.0,,DNF,33.0,3.0,6.0,1068.0,15,9.0,6.0,9.0,6.0,,,0.0,1310.0,13,999.0,,3.0,,3.0,6.0
36,2014,28,,3.0,8.0,DNF,,3.0,,1310.0,13,,,,,,,,740.0,26,,,3.0,8.0,3.0,
36,2015,29,17.0,10.0,12.0,,,3.0,8.0,740.0,26,5.0,6.0,5.0,15.0,,,1.0,707.0,25,,31.0,10.0,12.0,3.0,8.0
36,2016,30,10.0,10.0,,,31.0,10.0,12.0,707.0,25,5.0,6.0,5.0,28.0,,,0.0,836.0,27,,,10.0,,10.0,12.0
36,2017,31,24.0,22.0,,,,10.0,,836.0,25,5.0,6.0,10.0,28.0,,,0.0,260.0,97,,,22.0,,10.0,
36,2018,32,,14.0,,,,22.0,,260.0,95,,,,,,,,660.0,35,67.0,,14.0,,22.0,
36,2019,33,16.0,22.0,,67.0,,14.0,,660.0,35,5.0,6.0,10.0,55.0,,,0.0,295.0,84,,,22.0,,14.0,
36,2020,34,109.0,24.0,41.0,,,22.0,,295.0,82,5.0,6.0,16.0,55.0,,,0.0,52.0,113,,,24.0,41.0,22.0,
36,2021,35,,77.0,48.0,,,24.0,41.0,52.0,112,,,,,,,,1.0,147,,,77.0,48.0,24.0,41.0
41,2011,25,33.0,2.0,,,,,,0.0,1,6.0,6.0,6.0,6.0,,,0.0,1151.0,13,,,2.0,,,
41,2012,26,DNF,4.0,1.0,,,2.0,,1151.0,13,6.0,6.0,6.0,6.0,,,0.0,1213.0,10,6.0,6.0,4.0,1.0,2.0,
41,2013,27,26.0,6.0,9.0,6.0,6.0,4.0,1.0,1213.0,10,6.0,6.0,6.0,6.0,,,1.0,1094.0,17,8.0,,6.0,9.0,4.0,1.0
41,2014,28,,6.0,5.0,8.0,,6.0,9.0,1094.0,17,,,,,,,,571.0,36,8.0,,6.0,5.0,6.0,9.0
41,2015,29,6.0,9.0,5.0,8.0,,6.0,5.0,571.0,36,6.0,6.0,26.0,6.0,,,0.0,1022.0,15,999.0,,9.0,5.0,6.0,5.0
41,2016,30,,26.0,,DNF,,9.0,5.0,1022.0,15,,,,,,,,475.0,54,34.0,,26.0,,9.0,5.0
41,2017,31,DNF,8.0,,34.0,,26.0,,475.0,52,6.0,6.0,6.0,34.0,,,0.0,420.0,57,,,8.0,,26.0,
41,2018,32,31.0,10.0,,,,8.0,,420.0,56,6.0,6.0,6.0,34.0,,,1.0,472.0,53,,,10.0,,8.0,
41,2019,33,,21.0,,,,10.0,,472.0,52,,,,,,,,242.0,93,27.0,,21.0,,10.0,
41,2020,34,42.0,56.0,15.0,27.0,,21.0,,242.0,91,6.0,6.0,31.0,23.0,,,0.0,93.0,99,35.0,,35.0,15.0,21.0,
41,2021,35,DNF,43.0,,35.0,,35.0,15.0,93.0,98,6.0,6.0,31.0,23.0,,,0.0,7.0,143,62.0,,43.0,,56.0,15.0
41,2022,36,,40.0,30.0,62.0,,43.0,,7.0,140,,,,,,,,107.0,114,41.0,42.0,40.0,30.0,43.0,
41,2023,37,,57.0,,41.0,42.0,40.0,30.0,107.0,111,,,,,,,,21.0,124,52.0,29.0,52.0,29.0,40.0,30.0
41,2024,38,,39.0,,52.0,29.0,52.0,29.0,21.0,116,,,,,,,,3.0,114,52.0,63.0,39.0,63.0,57.0,
43,2011,34,76.0,10.0,99.0,,,,,0.0,1,55.0,41.0,65.0,80.0,,,1.0,878.0,20,2.0,,2.0,99.0,,
43,2012,35,106.0,65.0,12.0,2.0,,2.0,99.0,878.0,20,55.0,41.0,76.0,80.0,,,0.0,218.0,100,999.0,,65.0,12.0,10.0,99.0
43,2013,36,113.0,102.0,,DNF,,65.0,12.0,218.0,99,55.0,41.0,76.0,100.0,,,1.0,130.0,124,,999.0,102.0,999.0,65.0,12.0
43,2014,37,,83.0,DNF,,DNF,102.0,DNF,130.0,122,,,,,,,,18.0,175,144.0,,83.0,999.0,102.0,
47,2011,31,DNF,1.0,14.0,,,,,0.0,1,4.0,40.0,4.0,40.0,,,0.0,1643.0,5,3.0,,1.0,14.0,,
47,2012,32,1.0,1.0,,3.0,,1.0,14.0,1643.0,5,4.0,3.0,4.0,3.0,,,0.0,3046.0,2,,,1.0,,1.0,14.0
47,2013,33,,5.0,5.0,,,1.0,,3046.0,2,,,,,,,,828.0,27,48.0,,5.0,5.0,1.0,
47,2014,34,,53.0,1.0,48.0,,5.0,5.0,828.0,27,,,,,,,,829.0,21,,3.0,53.0,1.0,5.0,5.0
47,2015,35,,DNF,3.0,,3.0,53.0,1.0,829.0,21,,,,,,,,202.0,112,,81.0,999.0,3.0,53.0,1.0
47,2016,36,,,108.0,,81.0,DNF,3.0,202.0,111,,,,,,,,0.0,177,,105.0,,105.0,999.0,3.0
48,2011,32,DNF,32.0,33.0,,,,,0.0,1,73.0,58.0,76.0,152.0,,,0.0,155.0,106,,,32.0,33.0,,
48,2012,33,100.0,41.0,2.0,,,32.0,33.0,155.0,105,73.0,58.0,76.0,152.0,,,0.0,348.0,70,,78.0,41.0,2.0,32.0,33.0
48,2013,34,,DNF,DNF,,78.0,41.0,2.0,348.0,70,,,,,,,,37.0,158,,59.0,999.0,59.0,41.0,2.0
50,2011,32,165.0,27.0,28.0,,,,,0.0,1,92.0,137.0,92.0,137.0,,,0.0,53.0,137,,,27.0,28.0,,
50,2012,33,,69.0,106.0,,,27.0,28.0,53.0,136,,,,,,,,7.0,173,147.0,100.0,69.0,100.0,27.0,28.0
50,2013,34,,103.0,99.0,147.0,100.0,69.0,100.0,7.0,167,,,,,,,,2.0,171,96.0,60.0,96.0,60.0,69.0,106.0
50,2014,35,153.0,78.0,50.0,96.0,60.0,96.0,60.0,2.0,159,92.0,134.0,165.0,134.0,,,0.0,24.0,172,,,78.0,50.0,103.0,99.0
50,2015,36,,115.0,36.0,,,78.0,50.0,24.0,167,,,,,,,,59.0,163,56.0,,56.0,36.0,78.0,50.0
50,2016,37,,,74.0,56.0,,56.0,36.0,59.0,161,,,,,,,,4.0,175,,82.0,,74.0,115.0,36.0
50,2017,38,,80.0,109.0,,82.0,,74.0,4.0,163,,,,,,,,0.0,183,,67.0,80.0,67.0,,74.0
50,2018,39,,100.0,56.0,,67.0,80.0,67.0,0.0,178,,,,,,,,1.0,178,,55.0,100.0,55.0,80.0,109.0
57,2011,33,34.0,39.0,75.0,,,,,0.0,1,40.0,9.0,40.0,9.0,,,0.0,21.0,145,55.0,,39.0,75.0,,
57,2012,34,17.0,45.0,53.0,55.0,,39.0,75.0,21.0,143,34.0,9.0,34.0,52.0,,,0.0,298.0,80,,,45.0,53.0,39.0,75.0
57,2013,35,,22.0,,,,45.0,53.0,298.0,80,,,,,,,,208.0,101,30.0,999.0,22.0,999.0,45.0,53.0
59,2011,30,75.0,40.0,47.0,,,,,0.0,1,49.0,41.0,71.0,41.0,,,0.0,184.0,96,999.0,,40.0,47.0,,
59,2012,31,87.0,56.0,72.0,DNF,,40.0,47.0,184.0,95,49.0,41.0,71.0,98.0,,,0.0,282.0,87,75.0,,56.0,72.0,40.0,47.0
59,2013,32,139.0,94.0,35.0,75.0,,56.0,72.0,282.0,87,49.0,41.0,75.0,75.0,,,0.0,109.0,133,69.0,,69.0,35.0,56.0,72.0
61,2011,33,25.0,15.0,35.0,,,,,0.0,1,36.0,68.0,36.0,84.0,,,0.0,227.0,88,36.0,,15.0,35.0,,
61,2012,34,DNF,28.0,39.0,36.0,,15.0,35.0,227.0,87,25.0,36.0,25.0,36.0,,,0.0,529.0,45,11.0,13.0,11.0,13.0,15.0,35.0
61,2013,35,,46.0,,11.0,13.0,11.0,13.0,529.0,45,,,,,,,,117.0,129,63.0,35.0,46.0,35.0,28.0,39.0
62,2011,31,,26.0,DNF,,,,,0.0,1,,,,,,,,54.0,136,50.0,34.0,26.0,34.0,,
62,2012,32,,33.0,,50.0,34.0,26.0,34.0,54.0,135,,,,,,,,6.0,174,50.0,46.0,33.0,46.0,26.0,999.0
62,2013,33,78.0,38.0,,50.0,46.0,33.0,46.0,6.0,168,100.0,50.0,,50.0,,,0.0,48.0,153,36.0,,36.0,,33.0,
62,2014,34,,,,36.0,,36.0,,48.0,145,,,,,,,,129.0,138,,16.0,,16.0,38.0,
63,2011,36,41.0,12.0,,,,,,0.0,1,13.0,8.0,39.0,8.0,,,0.0,758.0,28,37.0,,12.0,,,
63,2012,37,DNF,67.0,,37.0,,12.0,,758.0,28,13.0,8.0,41.0,14.0,,,0.0,220.0,99,109.0,,67.0,,12.0,
71,2011,26,147.0,118.0,103.0,,,,,0.0,1,139.0,104.0,139.0,104.0,,,0.0,92.0,122,70.0,,70.0,103.0,,
71,2012,27,,143.0,16.0,70.0,,70.0,103.0,92.0,121,,,,,,,,295.0,81,100.0,4.0,100.0,4.0,118.0,103.0
71,2013,28,,DNF,50.0,100.0,4.0,100.0,4.0,295.0,81,,,,,,,,173.0,112,106.0,55.0,106.0,50.0,143.0,16.0
71,2014,29,,109.0,97.0,106.0,55.0,106.0,50.0,173.0,112,,,,,,,,0.0,179,999.0,65.0,109.0,65.0,999.0,50.0
74,2011,37,,47.0,84.0,,,,,0.0,1,,,,,,,,0.0,150,67.0,999.0,47.0,84.0,,
74,2012,38,119.0,51.0,38.0,67.0,DNF,47.0,84.0,0.0,148,73.0,24.0,73.0,53.0,,,0.0,18.0,168,,,51.0,38.0,47.0,84.0
79,2011,30,108.0,66.0,23.0,,,,,0.0,1,66.0,55.0,66.0,,,,0.0,137.0,108,999.0,,66.0,23.0,,
79,2012,31,,DNF,8.0,DNF,,66.0,23.0,137.0,107,,,,,,,,72.0,151,118.0,,118.0,8.0,66.0,23.0
80,2011,31,58.0,5.0,6.0,,,,,0.0,1,20.0,28.0,20.0,28.0,,,0.0,520.0,43,,,5.0,6.0,,
80,2012,32,28.0,23.0,12.0,,,5.0,6.0,520.0,43,20.0,28.0,58.0,28.0,,,0.0,538.0,44,8.0,,8.0,12.0,5.0,6.0
80,2013,33,13.0,13.0,16.0,8.0,,8.0,12.0,538.0,44,20.0,8.0,28.0,8.0,,,0.0,611.0,34,999.0,,13.0,16.0,23.0,12.0
80,2014,34,9.0,13.0,8.0,DNF,,13.0,16.0,611.0,34,13.0,8.0,13.0,8.0,,,0.0,489.0,51,44.0,,13.0,8.0,13.0,16.0
80,2015,35,92.0,20.0,27.0,44.0,,13.0,8.0,489.0,51,9.0,8.0,9.0,8.0,,,0.0,69.0,159,,,20.0,27.0,13.0,8.0
80,2016,36,73.0,72.0,10.0,,,20.0,27.0,69.0,158,9.0,8.0,9.0,44.0,,,0.0,69.0,150,,,72.0,10.0,20.0,27.0
80,2017,37,67.0,16.0,21.0,,,72.0,10.0,69.0,145,9.0,8.0,9.0,44.0,,,1.0,77.0,154,,,16.0,21.0,72.0,10.0
80,2018,38,51.0,35.0,76.0,,,16.0,21.0,77.0,151,9.0,8.0,67.0,34.0,,,1.0,0.0,179,65.0,,35.0,76.0,16.0,21.0
80,2019,39,,31.0,32.0,65.0,,35.0,76.0,0.0,165,,,,,,,,14.0,163,,,31.0,32.0,35.0,76.0
81,2011,29,,75.0,,,,,,0.0,1,,,,,,,,174.0,99,64.0,,64.0,,,
81,2012,30,,16.0,,64.0,,64.0,,174.0,98,,,,,,,,202.0,106,100.0,,16.0,,75.0,
81,2013,31,,11.0,,100.0,,16.0,,202.0,105,,,,,,,,293.0,79,85.0,,11.0,,16.0,
81,2014,32,DNF,23.0,24.0,85.0,,11.0,,293.0,79,87.0,32.0,,48.0,,,0.0,225.0,107,69.0,,23.0,24.0,11.0,
81,2015,33,59.0,31.0,11.0,69.0,,23.0,24.0,225.0,107,87.0,32.0,,48.0,,,1.0,244.0,100,,20.0,31.0,11.0,23.0,24.0
81,2016,34,18.0,15.0,,,20.0,31.0,11.0,244.0,100,59.0,32.0,59.0,48.0,,,0.0,480.0,53,,2.0,15.0,2.0,31.0,11.0
81,2017,35,,16.0,18.0,,2.0,15.0,2.0,480.0,51,,,,,,,,336.0,77,29.0,,16.0,18.0,15.0,
81,2018,36,,63.0,20.0,29.0,,16.0,18.0,336.0,76,,,,,,,,38.0,163,,,63.0,20.0,16.0,18.0
87,2011,34,16.0,15.0,38.0,,,,,0.0,1,5.0,10.0,26.0,14.0,,,0.0,512.0,46,25.0,,15.0,38.0,,
87,2012,35,6.0,10.0,10.0,25.0,,15.0,38.0,512.0,46,5.0,10.0,16.0,14.0,,,0.0,721.0,27,20.0,,10.0,10.0,15.0,38.0
87,2013,36,36.0,14.0,17.0,20.0,,10.0,10.0,721.0,27,5.0,10.0,6.0,25.0,,,0.0,187.0,107,999.0,,14.0,17.0,10.0,10.0
87,2014,37,8.0,28.0,12.0,DNF,,14.0,17.0,187.0,107,5.0,10.0,6.0,25.0,,,0.0,566.0,37,999.0,,28.0,12.0,14.0,17.0
87,2015,38,62.0,26.0,6.0,DNF,,28.0,12.0,566.0,37,5.0,10.0,6.0,,,,0.0,247.0,97,23.0,,23.0,6.0,28.0,12.0
87,2016,39,24.0,30.0,DNF,23.0,,23.0,6.0,247.0,97,5.0,10.0,8.0,23.0,,,0.0,231.0,102,19.0,,19.0,999.0,26.0,6.0
87,2017,40,52.0,10.0,39.0,19.0,,19.0,DNF,231.0,99,5.0,10.0,8.0,19.0,,,0.0,68.0,157,,,10.0,39.0,30.0,999.0
88,2011,31,81.0,49.0,53.0,,,,,0.0,1,34.0,16.0,34.0,26.0,,,0.0,66.0,132,85.0,,49.0,53.0,,
88,2012,32,50.0,44.0,,85.0,,49.0,53.0,66.0,131,34.0,16.0,34.0,85.0,,,0.0,128.0,131,70.0,,44.0,,49.0,53.0
88,2013,33,136.0,25.0,22.0,70.0,,44.0,,128.0,129,34.0,16.0,46.0,70.0,,,0.0,213.0,99,,,25.0,22.0,44.0,
88,2014,34,89.0,68.0,,,,25.0,22.0,213.0,99,34.0,16.0,50.0,70.0,,,0.0,25.0,171,57.0,,57.0,,25.0,22.0
88,2015,35,,76.0,,57.0,,57.0,,25.0,166,,,,,,,,28.0,172,999.0,,76.0,,68.0,
88,2016,36,,DNF,,DNF,,76.0,,28.0,169,,,,,,,,0.0,177,59.0,128.0,59.0,128.0,76.0,
88,2017,37,,,57.0,59.0,128.0,59.0,128.0,0.0,165,,,,,,,,88.0,149,,,,57.0,999.0,
88,2019,39,,,DNF,,,,,0.0,165,,,,,,,,34.0,155,,,,999.0,,
88,2020,40,,,146.0,,,,DNF,34.0,144,,,,,,,,0.0,143,,,,146.0,,999.0
88,2021,41,,,DNF,,,,146.0,0.0,137,,,,,,,,0.0,148,,,,999.0,,146.0
90,2011,32,129.0,16.0,7.0,,,,,0.0,1,147.0,51.0,147.0,131.0,,,0.0,192.0,94,121.0,,16.0,7.0,,
90,2012,33,,31.0,49.0,121.0,,16.0,7.0,192.0,93,,,,,,,,123.0,132,999.0,,31.0,49.0,16.0,7.0
90,2013,34,167.0,DNF,24.0,DNF,,31.0,49.0,123.0,130,129.0,51.0,129.0,,,,0.0,0.0,172,,,999.0,24.0,31.0,49.0
90,2014,35,,,88.0,,,DNF,24.0,0.0,160,,,,,,,,0.0,179,,,,88.0,999.0,24.0
92,2011,28,164.0,54.0,51.0,,,,,0.0,1,117.0,77.0,117.0,,,,0.0,76.0,129,,,54.0,51.0,,
92,2012,29,58.0,34.0,55.0,,,54.0,51.0,76.0,128,117.0,77.0,161.0,,,,0.0,72.0,151,71.0,,34.0,55.0,54.0,51.0
92,2013,30,98.0,57.0,28.0,71.0,,34.0,55.0,72.0,148,58.0,77.0,58.0,,,,0.0,105.0,135,42.0,,42.0,28.0,34.0,55.0
92,2014,31,154.0,76.0,43.0,42.0,,42.0,28.0,105.0,130,58.0,77.0,58.0,,,,0.0,175.0,121,999.0,,76.0,43.0,57.0,28.0
92,2015,32,,45.0,11.0,DNF,,76.0,43.0,175.0,120,,,,,,,,246.0,98,999.0,22.0,45.0,11.0,76.0,43.0
92,2016,33,89.0,64.0,DNF,DNF,22.0,45.0,11.0,246.0,98,58.0,70.0,98.0,70.0,,,0.0,66.0,151,,25.0,64.0,25.0,45.0,11.0
92,2017,34,131.0,54.0,,,25.0,64.0,25.0,66.0,146,58.0,70.0,89.0,70.0,,,0.0,107.0,143,39.0,,39.0,,64.0,999.0
92,2018,35,92.0,49.0,,39.0,,39.0,,107.0,140,58.0,70.0,89.0,70.0,,,0.0,142.0,121,149.0,,49.0,,54.0,
92,2019,36,141.0,73.0,,149.0,,49.0,,142.0,115,58.0,70.0,89.0,149.0,,,0.0,36.0,154,103.0,83.0,73.0,83.0,49.0,
92,2020,37,,,,103.0,83.0,73.0,83.0,36.0,143,,,,,,,,16.0,131,46.0,,46.0,,73.0,
92,2021,38,,53.0,,46.0,,46.0,,16.0,128,,,,,,,,84.0,121,999.0,101.0,53.0,101.0,,
93,2011,30,161.0,127.0,76.0,,,,,0.0,1,107.0,64.0,141.0,,,,0.0,286.0,76,86.0,,86.0,76.0,,
93,2012,31,146.0,152.0,26.0,86.0,,86.0,76.0,286.0,75,107.0,64.0,149.0,,,,1.0,176.0,111,,94.0,152.0,26.0,127.0,76.0
93,2013,32,,113.0,5.0,,94.0,152.0,26.0,176.0,110,,,,,,,,324.0,72,110.0,102.0,110.0,5.0,152.0,26.0
93,2014,33,126.0,123.0,68.0,110.0,102.0,110.0,5.0,324.0,72,107.0,64.0,146.0,152.0,,,1.0,195.0,114,93.0,97.0,93.0,68.0,113.0,5.0
93,2015,34,,143.0,96.0,93.0,97.0,93.0,68.0,195.0,114,,,,,,,,30.0,171,999.0,,143.0,96.0,123.0,68.0
93,2016,35,171.0,DNF,127.0,DNF,,143.0,96.0,30.0,168,107.0,64.0,126.0,138.0,,,0.0,16.0,172,999.0,63.0,999.0,63.0,143.0,96.0
93,2017,36,153.0,90.0,112.0,DNF,63.0,DNF,63.0,16.0,161,107.0,64.0,126.0,138.0,,,0.0,21.0,177,78.0,82.0,78.0,82.0,999.0,127.0
93,2018,37,,DNF,79.0,78.0,82.0,78.0,82.0,21.0,173,,,,,,,,0.0,179,51.0,66.0,51.0,66.0,90.0,112.0
93,2019,38,,89.0,103.0,51.0,66.0,51.0,66.0,0.0,165,,,,,,,,3.0,169,999.0,103.0,89.0,103.0,999.0,79.0
97,2011,29,163.0,111.0,15.0,,,,,0.0,1,148.0,144.0,148.0,,,,1.0,523.0,41,999.0,,111.0,15.0,,
97,2012,30,DNF,79.0,13.0,DNF,,111.0,15.0,523.0,41,148.0,144.0,148.0,,,,1.0,992.0,20,999.0,,79.0,13.0,111.0,15.0
