Rider_ID,Year,Age,TDF_Pos,Best_Pos_BT_UWT,Best_Pos_BT_PT,Best_Pos_AT_UWT_YB,Best_Pos_AT_PT_YB,Best_Pos_UWT_YB,Best_Pos_PT_YB,FC_Points_YB,FC_Pos_YB,best_tdf_result,best_other_gt_result,best_recent_tdf_result,best_recent_other_gt_result,tdf_debut,gt_debut,rode_giro,FC_Points,FC_Pos,Best_Pos_AT_UWT,Best_Pos_AT_PT,Best_Pos_UWT,Best_Pos_PT,Best_Pos_BT_UWT_YB,Best_Pos_BT_PT_YB
494,2011,28,144.0,61.0,6.0,,,,,0.0,1,77.0,22.0,136.0,22.0,,,0.0,197.0,92,8.0,,8.0,6.0,,
494,2012,29,43.0,81.0,5.0,8.0,,8.0,6.0,197.0,91,77.0,22.0,136.0,22.0,,,0.0,319.0,77,46.0,,46.0,5.0,61.0,6.0
494,2013,30,,19.0,18.0,46.0,,46.0,5.0,319.0,77,,,,,,,,501.0,48,3.0,79.0,3.0,18.0,81.0,5.0
494,2014,31,95.0,33.0,,3.0,79.0,3.0,18.0,501.0,48,43.0,22.0,43.0,101.0,,,0.0,233.0,105,4.0,,4.0,,19.0,18.0
494,2015,32,64.0,42.0,10.0,4.0,,4.0,,233.0,105,43.0,22.0,43.0,101.0,,,0.0,573.0,41,6.0,,6.0,10.0,33.0,
494,2016,33,86.0,39.0,30.0,6.0,,6.0,10.0,573.0,41,43.0,22.0,64.0,101.0,,,0.0,328.0,78,21.0,,21.0,30.0,42.0,10.0
494,2017,34,120.0,131.0,DNF,21.0,,21.0,30.0,328.0,75,43.0,22.0,64.0,,,,0.0,188.0,119,52.0,10.0,52.0,10.0,39.0,30.0
494,2018,35,,62.0,5.0,52.0,10.0,52.0,10.0,188.0,116,,,,,,,,313.0,78,16.0,4.0,16.0,4.0,131.0,999.0
512,2011,25,142.0,2.0,75.0,,,,,0.0,1,,131.0,,131.0,1.0,,0.0,1177.0,12,999.0,,2.0,75.0,,
512,2012,26,120.0,101.0,36.0,DNF,,2.0,75.0,1177.0,12,142.0,131.0,142.0,131.0,,,1.0,1042.0,17,,,101.0,36.0,2.0,75.0
512,2013,27,152.0,62.0,116.0,,,101.0,36.0,1042.0,17,120.0,131.0,120.0,138.0,,,1.0,367.0,63,,,62.0,116.0,101.0,36.0
512,2014,28,,125.0,60.0,,,62.0,116.0,367.0,63,,,,,,,,129.0,138,999.0,,125.0,60.0,62.0,116.0
512,2015,29,,103.0,77.0,DNF,,125.0,60.0,129.0,137,,,,,,,,21.0,174,,999.0,103.0,77.0,125.0,60.0
512,2016,30,,,96.0,,DNF,103.0,77.0,21.0,171,,,,,,,,8.0,173,999.0,,999.0,96.0,103.0,77.0
522,2011,27,120.0,DNF,41.0,,,,,0.0,1,113.0,,113.0,,,,0.0,316.0,72,,10.0,999.0,10.0,,
522,2012,28,,,10.0,,10.0,DNF,10.0,316.0,71,,,,,,,,701.0,29,,35.0,,10.0,999.0,41.0
522,2013,29,,108.0,56.0,,35.0,,10.0,701.0,29,,,,,,,,436.0,54,,103.0,108.0,56.0,,10.0
522,2014,30,,113.0,56.0,,103.0,108.0,56.0,436.0,54,,,,,,,,246.0,100,154.0,11.0,113.0,11.0,108.0,56.0
522,2015,31,,86.0,64.0,154.0,11.0,113.0,11.0,246.0,100,,,,,,,,226.0,105,85.0,9.0,85.0,9.0,113.0,56.0
522,2016,32,,100.0,29.0,85.0,9.0,85.0,9.0,226.0,105,,,,,,,,48.0,159,,,100.0,29.0,86.0,64.0
532,2011,26,,13.0,,,,,,0.0,1,,,,,,,,516.0,45,9.0,,9.0,,,
532,2012,27,,9.0,,9.0,,9.0,,516.0,45,,,,,,,,616.0,36,43.0,,9.0,,13.0,
532,2013,28,,45.0,41.0,43.0,,9.0,,616.0,36,,,,,,,,205.0,103,74.0,29.0,45.0,29.0,9.0,
532,2014,29,,26.0,61.0,74.0,29.0,45.0,29.0,205.0,103,,,,,,,,419.0,61,38.0,,26.0,61.0,45.0,41.0
532,2015,30,,25.0,4.0,38.0,,26.0,61.0,419.0,61,,,,,,,,256.0,94,39.0,,25.0,4.0,26.0,61.0
532,2016,31,,40.0,,39.0,,25.0,4.0,256.0,94,,,,,,,,333.0,75,9.0,13.0,9.0,13.0,25.0,4.0
532,2017,32,DNF,14.0,25.0,9.0,13.0,9.0,13.0,333.0,72,,12.0,,25.0,1.0,,1.0,328.0,79,75.0,,14.0,25.0,40.0,
532,2018,33,,46.0,,75.0,,14.0,25.0,328.0,78,,,,,,,,213.0,101,64.0,52.0,46.0,52.0,14.0,25.0
532,2019,34,,47.0,8.0,64.0,52.0,46.0,52.0,213.0,98,,,,,,,,208.0,101,68.0,,47.0,8.0,46.0,
532,2020,35,80.0,64.0,62.0,68.0,,47.0,8.0,208.0,99,,12.0,,14.0,,,0.0,43.0,118,66.0,,64.0,62.0,47.0,8.0
532,2021,36,,49.0,,66.0,,64.0,62.0,43.0,117,,,,,,,,74.0,124,45.0,54.0,45.0,54.0,64.0,62.0
532,2022,37,,25.0,47.0,45.0,54.0,45.0,54.0,74.0,121,,,,,,,,25.0,137,117.0,77.0,25.0,47.0,49.0,
532,2023,38,,64.0,77.0,117.0,77.0,25.0,47.0,25.0,131,,,,,,,,0.0,132,89.0,102.0,64.0,77.0,25.0,47.0
532,2024,39,,70.0,95.0,89.0,102.0,64.0,77.0,0.0,124,,,,,,,,0.0,116,,89.0,70.0,89.0,64.0,77.0
557,2011,29,DNF,8.0,47.0,,,,,0.0,1,102.0,87.0,102.0,105.0,,,1.0,518.0,44,,,8.0,47.0,,
557,2012,30,,66.0,,,,8.0,47.0,518.0,44,,,,,,,,144.0,123,106.0,56.0,66.0,56.0,8.0,47.0
557,2013,31,110.0,71.0,29.0,106.0,56.0,66.0,56.0,144.0,122,102.0,87.0,102.0,95.0,,,1.0,121.0,127,,,71.0,29.0,66.0,
557,2014,32,,75.0,15.0,,,71.0,29.0,121.0,125,,,,,,,,176.0,120,15.0,44.0,15.0,15.0,71.0,29.0
557,2015,33,,67.0,30.0,15.0,44.0,15.0,15.0,176.0,119,,,,,,,,95.0,152,82.0,54.0,67.0,30.0,75.0,15.0
557,2016,34,,90.0,67.0,82.0,54.0,67.0,30.0,95.0,151,,,,,,,,75.0,148,48.0,45.0,48.0,45.0,67.0,30.0
557,2017,35,,107.0,81.0,48.0,45.0,48.0,45.0,75.0,143,,,,,,,,23.0,175,42.0,78.0,42.0,78.0,90.0,67.0
566,2011,31,126.0,79.0,,,,,,0.0,1,123.0,113.0,,113.0,,,0.0,10.0,148,,,79.0,,,
566,2012,32,,73.0,62.0,,,79.0,,10.0,146,,,,,,,,20.0,167,,41.0,73.0,41.0,79.0,
566,2013,33,,62.0,,,41.0,73.0,41.0,20.0,162,,,,,,,,11.0,166,89.0,55.0,62.0,55.0,73.0,62.0
566,2014,34,,65.0,73.0,89.0,55.0,62.0,55.0,11.0,155,,,,,,,,20.0,173,101.0,,65.0,73.0,62.0,
580,2011,27,,45.0,,,,,,0.0,1,,,,,,,,611.0,35,37.0,,37.0,,,
580,2012,28,,27.0,37.0,37.0,,37.0,,611.0,35,,,,,,,,674.0,33,2.0,999.0,2.0,37.0,45.0,
580,2013,29,84.0,40.0,6.0,2.0,DNF,2.0,37.0,674.0,33,105.0,58.0,105.0,58.0,,,0.0,409.0,56,58.0,,40.0,6.0,27.0,37.0
580,2014,30,,22.0,25.0,58.0,,40.0,6.0,409.0,56,,,,,,,,517.0,46,75.0,26.0,22.0,25.0,40.0,6.0
580,2015,31,,58.0,33.0,75.0,26.0,22.0,25.0,517.0,46,,,,,,,,454.0,58,,4.0,58.0,4.0,22.0,25.0
580,2016,32,,56.0,83.0,,4.0,58.0,4.0,454.0,58,,,,,,,,904.0,20,,,56.0,83.0,58.0,33.0
580,2017,33,,40.0,82.0,,,56.0,83.0,904.0,18,,,,,,,,759.0,26,7.0,,7.0,82.0,56.0,83.0
580,2018,34,,53.0,DNF,7.0,,7.0,82.0,759.0,26,,,,,,,,532.0,45,,55.0,53.0,55.0,40.0,82.0
580,2019,35,,59.0,39.0,,55.0,53.0,55.0,532.0,44,,,,,,,,304.0,82,,49.0,59.0,39.0,53.0,999.0
580,2021,37,,29.0,31.0,,,,,0.0,137,,,,,,,,144.0,106,,999.0,29.0,31.0,,
580,2022,38,,39.0,12.0,,DNF,29.0,31.0,144.0,104,,,,,,,,53.0,129,,,39.0,12.0,29.0,31.0
580,2023,39,,67.0,,,,39.0,12.0,53.0,124,,,,,,,,25.0,122,,72.0,67.0,72.0,39.0,12.0
601,2011,34,99.0,116.0,47.0,,,,,0.0,1,132.0,58.0,132.0,58.0,,,0.0,328.0,70,23.0,,23.0,47.0,,
601,2012,35,DNF,52.0,44.0,23.0,,23.0,47.0,328.0,69,99.0,58.0,99.0,100.0,,,0.0,31.0,162,115.0,,52.0,44.0,116.0,47.0
601,2013,36,,107.0,79.0,115.0,,52.0,44.0,31.0,157,,,,,,,,118.0,128,107.0,36.0,107.0,36.0,52.0,44.0
601,2014,37,,92.0,51.0,107.0,36.0,107.0,36.0,118.0,126,,,,,,,,55.0,164,137.0,,92.0,51.0,107.0,79.0
601,2015,38,,104.0,,137.0,,92.0,51.0,55.0,161,,,,,,,,80.0,157,999.0,,104.0,,92.0,51.0
601,2016,39,,104.0,,DNF,,104.0,,80.0,156,,,,,,,,48.0,159,,,104.0,,104.0,
624,2013,30,,110.0,142.0,,,,,0.0,169,,,,,,,,553.0,38,141.0,50.0,110.0,50.0,,
624,2014,31,DNF,149.0,89.0,141.0,50.0,110.0,50.0,553.0,38,,92.0,,141.0,1.0,,0.0,148.0,131,77.0,,77.0,89.0,110.0,142.0
624,2015,32,,107.0,60.0,77.0,,77.0,89.0,148.0,130,,,,,,,,212.0,108,152.0,,107.0,60.0,149.0,89.0
624,2016,33,144.0,70.0,25.0,152.0,,107.0,60.0,212.0,108,,92.0,,127.0,,,0.0,526.0,45,,79.0,70.0,25.0,107.0,60.0
624,2017,34,,148.0,52.0,,79.0,70.0,25.0,526.0,43,,,,,,,,541.0,40,36.0,18.0,36.0,18.0,70.0,25.0
624,2018,35,135.0,82.0,,36.0,18.0,36.0,18.0,541.0,40,144.0,92.0,144.0,127.0,,,0.0,408.0,61,102.0,54.0,82.0,54.0,148.0,52.0
624,2019,36,149.0,72.0,,102.0,54.0,82.0,54.0,408.0,60,135.0,92.0,135.0,148.0,,,0.0,378.0,71,148.0,,72.0,,82.0,
624,2020,37,,117.0,79.0,148.0,,72.0,,378.0,70,,,,,,,,33.0,125,148.0,,117.0,79.0,72.0,
624,2021,38,,93.0,,148.0,,117.0,79.0,33.0,123,,,,,,,,97.0,119,83.0,114.0,83.0,114.0,117.0,79.0
624,2022,39,,117.0,65.0,83.0,114.0,83.0,114.0,97.0,117,,,,,,,,34.0,134,,,117.0,65.0,93.0,
624,2023,40,,,95.0,,,117.0,65.0,34.0,129,,,,,,,,33.0,120,,,,95.0,117.0,65.0
677,2011,32,52.0,65.0,12.0,,,,,0.0,1,44.0,75.0,44.0,104.0,,,0.0,286.0,76,,,65.0,12.0,,
677,2012,33,,57.0,36.0,,,65.0,12.0,286.0,75,,,,,,,,188.0,108,,,57.0,36.0,65.0,12.0
677,2013,34,,DNF,,,,57.0,36.0,188.0,107,,,,,,,,46.0,154,,,999.0,,57.0,36.0
703,2011,26,,84.0,88.0,,,,,0.0,1,,,,,,,,82.0,126,93.0,55.0,84.0,55.0,,
703,2012,27,88.0,95.0,,93.0,55.0,84.0,55.0,82.0,125,,73.0,,95.0,1.0,,1.0,63.0,154,,63.0,95.0,63.0,84.0,88.0
703,2013,28,,107.0,62.0,,63.0,95.0,63.0,63.0,150,,,,,,,,8.0,168,,39.0,107.0,39.0,95.0,
703,2014,29,,117.0,36.0,,39.0,107.0,39.0,8.0,157,,,,,,,,42.0,168,96.0,,96.0,36.0,107.0,62.0
703,2015,30,,30.0,99.0,96.0,,96.0,36.0,42.0,163,,,,,,,,20.0,175,96.0,77.0,30.0,77.0,117.0,36.0
703,2016,31,,45.0,79.0,96.0,77.0,30.0,77.0,20.0,172,,,,,,,,2.0,176,152.0,97.0,45.0,79.0,30.0,99.0
703,2017,32,,90.0,,152.0,97.0,45.0,79.0,2.0,164,,,,,,,,0.0,183,112.0,122.0,90.0,122.0,45.0,79.0
708,2011,26,,7.0,2.0,,,,,0.0,1,,,,,,,,808.0,25,18.0,19.0,7.0,2.0,,
708,2012,27,,3.0,9.0,18.0,19.0,7.0,2.0,808.0,25,,,,,,,,706.0,28,8.0,,3.0,9.0,7.0,2.0
708,2013,28,,9.0,28.0,8.0,,3.0,9.0,706.0,28,,,,,,,,524.0,41,,18.0,9.0,18.0,3.0,9.0
708,2014,29,72.0,47.0,3.0,,18.0,9.0,18.0,524.0,41,,20.0,,20.0,1.0,,0.0,832.0,20,,31.0,47.0,3.0,9.0,28.0
708,2015,30,72.0,12.0,2.0,,31.0,47.0,3.0,832.0,20,72.0,20.0,72.0,36.0,,,0.0,609.0,35,36.0,12.0,12.0,2.0,47.0,3.0
708,2016,31,,18.0,27.0,36.0,12.0,12.0,2.0,609.0,35,,,,,,,,222.0,105,85.0,47.0,18.0,27.0,12.0,2.0
708,2017,32,74.0,23.0,20.0,85.0,47.0,18.0,27.0,222.0,102,72.0,20.0,72.0,36.0,,,0.0,161.0,129,,30.0,23.0,20.0,18.0,27.0
708,2018,33,,51.0,17.0,,30.0,23.0,20.0,161.0,126,,,,,,,,102.0,138,79.0,11.0,51.0,11.0,23.0,20.0
708,2019,34,,,39.0,79.0,11.0,51.0,11.0,102.0,132,,,,,,,,30.0,156,,,,39.0,51.0,17.0
708,2020,35,,,49.0,,,,39.0,30.0,145,,,,,,,,4.0,139,,,,49.0,,39.0
708,2022,37,,,27.0,,,,,0.0,145,,,,,,,,25.0,137,,,,27.0,,
720,2011,26,,99.0,62.0,,,,,0.0,1,,,,,,,,64.0,134,84.0,23.0,84.0,23.0,,
720,2012,27,127.0,54.0,,84.0,23.0,84.0,23.0,64.0,133,,48.0,,48.0,1.0,,1.0,27.0,164,93.0,,54.0,,99.0,62.0
720,2013,28,,101.0,113.0,93.0,,54.0,,27.0,159,,,,,,,,3.0,170,,85.0,101.0,85.0,54.0,
729,2011,26,,113.0,DNF,,,,,0.0,1,,,,,,,,313.0,73,5.0,,5.0,999.0,,
729,2012,27,,118.0,52.0,5.0,,5.0,DNF,313.0,72,,,,,,,,18.0,168,92.0,59.0,92.0,52.0,113.0,999.0
729,2013,28,,,61.0,92.0,59.0,92.0,52.0,18.0,163,,,,,,,,241.0,91,75.0,4.0,75.0,4.0,118.0,52.0
729,2014,29,,104.0,44.0,75.0,4.0,75.0,4.0,241.0,91,,,,,,,,260.0,96,79.0,999.0,79.0,44.0,,61.0
729,2015,30,121.0,73.0,104.0,79.0,DNF,79.0,44.0,260.0,96,,107.0,,107.0,1.0,,0.0,240.0,102,34.0,,34.0,104.0,104.0,44.0
729,2016,31,,87.0,16.0,34.0,,34.0,104.0,240.0,102,,,,,,,,496.0,51,5.0,30.0,5.0,16.0,73.0,104.0
729,2017,32,DNF,84.0,,5.0,30.0,5.0,16.0,496.0,49,121.0,107.0,121.0,107.0,,,1.0,596.0,34,41.0,6.0,41.0,6.0,87.0,16.0
729,2018,33,,45.0,,41.0,6.0,41.0,6.0,596.0,34,,,,,,,,380.0,64,22.0,13.0,22.0,13.0,84.0,
729,2019,34,,84.0,,22.0,13.0,22.0,13.0,380.0,63,,,,,,,,426.0,67,59.0,50.0,59.0,50.0,45.0,
729,2020,35,,74.0,121.0,59.0,50.0,59.0,50.0,426.0,66,,,,,,,,57.0,110,89.0,,74.0,121.0,84.0,
729,2021,36,,DNF,,89.0,,74.0,121.0,57.0,109,,,,,,,,160.0,103,99.0,,99.0,,74.0,121.0
729,2022,37,,54.0,12.0,99.0,,99.0,,160.0,101,,,,,,,,113.0,112,,,54.0,12.0,999.0,
729,2023,38,,74.0,26.0,,,54.0,12.0,113.0,109,,,,,,,,34.0,119,113.0,999.0,74.0,26.0,54.0,12.0
730,2011,24,,3.0,,,,,,0.0,1,,,,,,,,726.0,30,41.0,21.0,3.0,21.0,,
730,2012,25,33.0,8.0,,41.0,21.0,3.0,21.0,726.0,30,,9.0,,9.0,1.0,,0.0,425.0,58,14.0,,8.0,,3.0,
730,2013,26,,21.0,,14.0,,8.0,,425.0,58,,,,,,,,208.0,101,999.0,,21.0,,8.0,
730,2014,27,15.0,27.0,7.0,DNF,,21.0,,208.0,101,33.0,9.0,33.0,9.0,,,1.0,526.0,44,15.0,,15.0,7.0,21.0,
730,2015,28,21.0,7.0,,15.0,,15.0,7.0,526.0,44,15.0,7.0,15.0,26.0,,,1.0,947.0,16,,7.0,7.0,7.0,27.0,7.0
730,2016,29,,4.0,,,7.0,7.0,7.0,947.0,16,,,,,,,,830.0,28,999.0,,4.0,,7.0,
730,2017,30,,3.0,,DNF,,4.0,,830.0,26,,,,,,,,1034.0,16,9.0,,3.0,,4.0,
730,2018,31,5.0,6.0,7.0,9.0,,3.0,,1034.0,16,15.0,4.0,21.0,4.0,,,0.0,1553.0,8,4.0,,4.0,7.0,3.0,
730,2019,32,3.0,5.0,3.0,4.0,,4.0,7.0,1553.0,8,5.0,4.0,5.0,4.0,,,0.0,1135.0,12,999.0,,5.0,3.0,6.0,7.0
730,2020,33,,DNF,,DNF,,5.0,3.0,1135.0,12,,,,,,,,174.0,73,999.0,,999.0,,5.0,3.0
730,2021,34,DNF,15.0,,DNF,,DNF,,174.0,73,3.0,4.0,3.0,4.0,,,0.0,540.0,43,12.0,,12.0,,999.0,
730,2022,35,DNF,7.0,,12.0,,12.0,,540.0,43,3.0,4.0,3.0,12.0,,,0.0,314.0,74,,,7.0,,15.0,
730,2023,36,,31.0,,,,7.0,,314.0,74,,,,,,,,20.0,125,25.0,49.0,25.0,49.0,7.0,
730,2024,37,,35.0,,25.0,49.0,25.0,49.0,20.0,117,,,,,,,,109.0,93,19.0,,19.0,,31.0,
730,2025,38,,38.0,35.0,19.0,,19.0,,109.0,88,,,,,,,,7.0,91,,,38.0,35.0,35.0,
734,2011,32,116.0,63.0,37.0,,,,,0.0,1,66.0,45.0,104.0,62.0,,,0.0,0.0,150,,,63.0,37.0,,
734,2012,33,,107.0,14.0,,,63.0,37.0,0.0,148,,,,,,,,36.0,161,90.0,,90.0,14.0,63.0,37.0
734,2013,34,DNF,110.0,,90.0,,90.0,14.0,36.0,156,66.0,45.0,104.0,108.0,,,0.0,0.0,172,,,110.0,,107.0,14.0
737,2011,25,45.0,15.0,2.0,,,,,0.0,1,,35.0,,35.0,1.0,,0.0,232.0,86,,22.0,15.0,2.0,,
737,2012,26,,85.0,8.0,,22.0,15.0,2.0,232.0,85,,,,,,,,136.0,126,52.0,39.0,52.0,8.0,15.0,2.0
737,2013,27,,72.0,,52.0,39.0,52.0,8.0,136.0,124,,,,,,,,18.0,165,81.0,30.0,72.0,30.0,85.0,8.0
737,2014,28,,50.0,47.0,81.0,30.0,72.0,30.0,18.0,154,,,,,,,,131.0,137,50.0,3.0,50.0,3.0,72.0,
737,2015,29,,59.0,24.0,50.0,3.0,50.0,3.0,131.0,136,,,,,,,,197.0,115,29.0,2.0,29.0,2.0,50.0,47.0
737,2016,30,,33.0,,29.0,2.0,29.0,2.0,197.0,114,,,,,,,,265.0,92,8.0,,8.0,,59.0,24.0
737,2017,31,44.0,42.0,25.0,8.0,,8.0,,265.0,89,45.0,31.0,,31.0,,,1.0,130.0,135,9.0,,9.0,25.0,33.0,
737,2018,32,,22.0,11.0,9.0,,9.0,25.0,130.0,132,,,,,,,,166.0,110,47.0,,22.0,11.0,42.0,25.0
737,2019,33,,22.0,13.0,47.0,,22.0,11.0,166.0,105,,,,,,,,286.0,86,,75.0,22.0,13.0,22.0,11.0
737,2020,34,,,11.0,,75.0,22.0,13.0,286.0,84,,,,,,,,64.0,108,,,,11.0,22.0,13.0
737,2021,35,,76.0,14.0,,,,11.0,64.0,107,,,,,,,,186.0,95,44.0,43.0,44.0,14.0,,11.0
737,2022,36,38.0,25.0,37.0,44.0,43.0,44.0,14.0,186.0,94,44.0,26.0,,26.0,,,0.0,268.0,81,,10.0,25.0,10.0,76.0,14.0
737,2023,37,,51.0,31.0,,10.0,25.0,10.0,268.0,81,,,,,,,,111.0,101,46.0,89.0,46.0,31.0,25.0,37.0
749,2011,29,,35.0,31.0,,,,,0.0,1,,,,,,,,104.0,118,46.0,22.0,35.0,22.0,,
749,2012,30,,16.0,,46.0,22.0,35.0,22.0,104.0,117,,,,,,,,193.0,107,37.0,27.0,16.0,27.0,35.0,31.0
749,2013,31,109.0,11.0,,37.0,27.0,16.0,27.0,193.0,106,,24.0,,37.0,1.0,,0.0,196.0,106,999.0,,11.0,,16.0,
749,2014,32,,36.0,,DNF,,11.0,,196.0,106,,,,,,,,99.0,149,42.0,13.0,36.0,13.0,11.0,
749,2015,33,58.0,19.0,,42.0,13.0,36.0,13.0,99.0,147,109.0,24.0,109.0,36.0,,,0.0,189.0,118,31.0,,19.0,,36.0,
749,2016,34,67.0,80.0,,31.0,,19.0,,189.0,117,58.0,24.0,58.0,31.0,,,0.0,51.0,157,59.0,,59.0,,19.0,
749,2017,35,,41.0,,59.0,,59.0,,51.0,152,,,,,,,,24.0,174,62.0,,41.0,,80.0,
753,2011,34,146.0,21.0,,,,,,0.0,1,94.0,24.0,,105.0,,,1.0,24.0,143,,,21.0,,,
759,2011,24,,45.0,,,,,,0.0,1,,,,,,,,119.0,114,55.0,,45.0,,,
759,2012,25,59.0,41.0,24.0,55.0,,45.0,,119.0,113,,56.0,,56.0,1.0,,0.0,143.0,124,,,41.0,24.0,45.0,
759,2013,26,49.0,23.0,13.0,,,41.0,24.0,143.0,123,59.0,56.0,59.0,56.0,,,0.0,302.0,75,,,23.0,13.0,41.0,24.0
759,2014,27,,33.0,,,,23.0,13.0,302.0,75,,,,,,,,99.0,149,99.0,,33.0,,23.0,13.0
759,2015,28,,50.0,33.0,99.0,,33.0,,99.0,147,,,,,,,,17.0,177,,32.0,50.0,32.0,33.0,
759,2016,29,,32.0,23.0,,32.0,50.0,32.0,17.0,174,,,,,,,,49.0,158,999.0,999.0,32.0,23.0,50.0,33.0
771,2011,24,,22.0,,,,,,0.0,1,,,,,,,,282.0,77,,,22.0,,,
771,2012,25,,15.0,,,,22.0,,282.0,76,,,,,,,,207.0,104,,9.0,15.0,9.0,22.0,
771,2013,26,,21.0,4.0,,9.0,15.0,9.0,207.0,103,,,,,,,,258.0,88,,,21.0,4.0,15.0,
771,2014,27,35.0,36.0,6.0,,,21.0,4.0,258.0,88,,22.0,,22.0,1.0,,0.0,246.0,100,,23.0,36.0,6.0,21.0,4.0
771,2015,28,,28.0,,,23.0,36.0,6.0,246.0,100,,,,,,,,80.0,157,,80.0,28.0,80.0,36.0,6.0
771,2016,29,46.0,22.0,20.0,,80.0,28.0,80.0,80.0,156,35.0,22.0,35.0,52.0,,,0.0,95.0,137,,999.0,22.0,20.0,28.0,
771,2017,30,,29.0,,,DNF,22.0,20.0,95.0,134,,,,,,,,167.0,126,31.0,5.0,29.0,5.0,22.0,20.0
771,2018,31,,17.0,15.0,31.0,5.0,29.0,5.0,167.0,123,,,,,,,,227.0,97,,10.0,17.0,10.0,29.0,
771,2019,32,,28.0,,,10.0,17.0,10.0,227.0,94,,,,,,,,201.0,103,15.0,9.0,15.0,9.0,17.0,15.0
774,2014,24,,DNF,15.0,,,,,0.0,160,,,,,,,,108.0,146,71.0,58.0,71.0,15.0,,
774,2015,25,,68.0,59.0,71.0,58.0,71.0,15.0,108.0,144,,,,,,,,16.0,178,63.0,,63.0,59.0,999.0,15.0
774,2016,26,167.0,,73.0,63.0,,63.0,59.0,16.0,175,,129.0,,129.0,1.0,,0.0,32.0,167,,41.0,,41.0,68.0,59.0
774,2017,27,,,DNF,,41.0,,41.0,32.0,159,,,,,,,,10.0,180,,,,999.0,,73.0
782,2011,25,87.0,55.0,,,,,,0.0,1,94.0,,94.0,,,,0.0,179.0,98,,,55.0,,,
782,2012,26,98.0,22.0,79.0,,,55.0,,179.0,97,87.0,,87.0,,,,0.0,341.0,71,,,22.0,79.0,55.0,
782,2013,27,100.0,24.0,62.0,,,22.0,79.0,341.0,71,87.0,,87.0,,,,0.0,105.0,135,,,24.0,62.0,22.0,79.0
782,2014,28,135.0,51.0,17.0,,,24.0,62.0,105.0,130,87.0,,87.0,,,,0.0,470.0,53,43.0,,43.0,17.0,24.0,62.0
782,2015,29,69.0,76.0,25.0,43.0,,43.0,17.0,470.0,53,87.0,,98.0,,,,0.0,106.0,147,92.0,,76.0,25.0,51.0,17.0
782,2016,30,152.0,74.0,DNF,92.0,,76.0,25.0,106.0,146,69.0,,69.0,,,,0.0,34.0,165,,,74.0,999.0,76.0,25.0
782,2017,31,,69.0,66.0,,,74.0,DNF,34.0,158,,,,,,,,65.0,159,999.0,,69.0,66.0,74.0,999.0
782,2018,32,102.0,59.0,50.0,DNF,,69.0,66.0,65.0,156,69.0,128.0,69.0,128.0,,,0.0,32.0,166,,,59.0,50.0,69.0,66.0
782,2019,33,,69.0,40.0,,,59.0,50.0,32.0,155,,,,,,,,8.0,166,,,69.0,40.0,59.0,50.0
782,2021,35,,,42.0,,,,,0.0,137,,,,,,,,14.0,142,,,,42.0,,
782,2022,36,,,73.0,,,,42.0,14.0,139,,,,,,,,7.0,146,,,,73.0,,42.0
782,2023,37,,,80.0,,,,73.0,7.0,137,,,,,,,,0.0,132,,,,80.0,,73.0
783,2011,25,69.0,29.0,,,,,,0.0,1,,77.0,,77.0,1.0,,0.0,239.0,84,44.0,,29.0,,,
783,2012,26,,37.0,,44.0,,29.0,,239.0,83,,,,,,,,163.0,116,25.0,47.0,25.0,47.0,29.0,
783,2013,27,,96.0,,25.0,47.0,25.0,47.0,163.0,115,,,,,,,,181.0,109,26.0,87.0,26.0,87.0,37.0,
783,2014,28,,57.0,1.0,26.0,87.0,26.0,87.0,181.0,109,,,,,,,,494.0,49,57.0,,57.0,1.0,96.0,
783,2015,29,,42.0,70.0,57.0,,57.0,1.0,494.0,49,,,,,,,,629.0,33,27.0,76.0,27.0,70.0,57.0,1.0
783,2016,30,,53.0,,27.0,76.0,27.0,70.0,629.0,33,,,,,,,,330.0,76,30.0,50.0,30.0,50.0,42.0,70.0
783,2017,31,,94.0,62.0,30.0,50.0,30.0,50.0,330.0,73,,,,,,,,374.0,65,79.0,21.0,79.0,21.0,53.0,
783,2018,32,,,,79.0,21.0,79.0,21.0,374.0,64,,,,,,,,330.0,75,69.0,,69.0,,94.0,62.0
783,2019,33,,,,69.0,,69.0,,330.0,73,,,,,,,,346.0,77,101.0,,101.0,,,
783,2020,34,,100.0,,101.0,,101.0,,346.0,76,,,,,,,,157.0,75,,,100.0,,,
783,2021,35,,,,,,100.0,,157.0,75,,,,,,,,207.0,87,41.0,,41.0,,100.0,
783,2023,37,,,,,,,,0.0,140,,,,,,,,165.0,91,88.0,,88.0,,,
784,2011,21,,50.0,35.0,,,,,0.0,1,,,,,,,,1889.0,3,1.0,,1.0,35.0,,
784,2012,22,42.0,43.0,36.0,1.0,,1.0,35.0,1889.0,3,,121.0,,121.0,1.0,,0.0,2349.0,3,,,43.0,36.0,50.0,35.0
784,2013,23,82.0,33.0,56.0,,,43.0,36.0,2349.0,3,42.0,121.0,42.0,121.0,,,0.0,3071.0,1,,38.0,33.0,38.0,43.0,36.0
784,2014,24,60.0,29.0,49.0,,38.0,33.0,38.0,3071.0,1,42.0,121.0,42.0,121.0,,,0.0,2104.0,3,999.0,,29.0,49.0,33.0,56.0
